S. No.,Date,Region,Confirmed Cases,Active Cases,Cured/Discharged,Death
1939,02-10-2020,Assam,182396,34163,147522,711
1940,03-10-2020,Assam,183812,34128,148963,721
1941,04-10-2020,Assam,185444,33933,150776,735
1942,05-10-2020,Assam,186200,33324,152127,749
1943,06-10-2020,Assam,187718,33467,153491,760
1944,07-10-2020,Assam,188902,33047,155077,778
1945,08-10-2020,Assam,190209,31786,157638,785
1946,09-10-2020,Assam,191397,30767,159836,794
1947,10-10-2020,Assam,192416,29710,161904,802
1948,11-10-2020,Assam,193387,29221,163355,811
1949,12-10-2020,Assam,193783,28385,164582,816
1950,13-10-2020,Assam,195304,28439,166039,826
1951,14-10-2020,Assam,196786,28897,167059,830
1952,15-10-2020,Assam,198213,29307,168072,834
1953,16-10-2020,Assam,198982,28804,169335,843
1954,17-10-2020,Assam,199749,28631,170265,853
1955,18-10-2020,Assam,200391,28442,171084,865
1956,19-10-2020,Assam,200709,28158,171683,868
1957,20-10-2020,Assam,201407,27319,173213,875
1958,21-10-2020,Assam,202073,26775,174414,884
1959,22-10-2020,Assam,202774,25807,176078,889
1960,23-10-2020,Assam,203282,24724,177662,896
1961,24-10-2020,Assam,203709,22963,179846,900
1962,25-10-2020,Assam,203967,20271,182794,902
1963,26-10-2020,Assam,204171,17510,185755,906
1964,27-10-2020,Assam,204386,14891,188587,908
1965,28-10-2020,Assam,204789,12845,191030,914
1966,29-10-2020,Assam,205237,11803,192517,917
1967,30-10-2020,Assam,205635,11138,193574,923
1968,31-10-2020,Assam,206015,10421,194668,926
1969,01-11-2020,Assam,206351,9367,196054,930
1970,02-11-2020,Assam,206517,8802,196784,931
1971,03-11-2020,Assam,206982,8481,197569,932
1972,04-11-2020,Assam,207361,8385,198042,934
1973,05-11-2020,Assam,207741,8110,198697,934
1974,06-11-2020,Assam,208054,7662,199458,934
1975,07-11-2020,Assam,208389,7067,200384,938
1976,08-11-2020,Assam,208637,6758,200939,940
1977,09-11-2020,Assam,208789,6512,201334,943
1978,10-11-2020,Assam,209117,6328,201842,947
1979,11-11-2020,Assam,209388,5965,202471,952
1980,12-11-2020,Assam,209633,5371,203308,954
1981,13-11-2020,Assam,209835,4799,204079,957
1982,14-11-2020,Assam,210068,4389,204721,958
1983,15-11-2020,Assam,210175,3964,205250,961
1984,16-11-2020,Assam,210268,3666,205639,963
1985,17-11-2020,Assam,210454,3446,206044,964
1986,18-11-2020,Assam,210696,3329,206401,966
1987,19-11-2020,Assam,210865,3285,206611,969
1988,20-11-2020,Assam,211040,3193,206878,969
1989,21-11-2020,Assam,211204,3204,207029,971
1990,22-11-2020,Assam,211427,3232,207222,973
1991,23-11-2020,Assam,211513,3142,207397,974
1992,24-11-2020,Assam,211682,3179,207528,975
1993,25-11-2020,Assam,211839,3214,207649,976
1994,26-11-2020,Assam,212021,3277,207766,978
1995,27-11-2020,Assam,212171,3285,207908,978
1996,28-11-2020,Assam,212320,3272,208068,980
1997,29-11-2020,Assam,212483,3313,208190,980
1998,30-11-2020,Assam,212617,3350,208286,981
1999,01-12-2020,Assam,212776,3399,208396,981
2000,02-12-2020,Assam,212998,3486,208531,981
2001,03-12-2020,Assam,213171,3519,208669,983
2002,04-12-2020,Assam,213336,3505,208846,985
2003,05-12-2020,Assam,213505,3551,208967,987
2004,06-12-2020,Assam,213662,3543,209130,989
2005,07-12-2020,Assam,213759,3552,209214,993
2006,08-12-2020,Assam,213925,3585,209345,995
2007,09-12-2020,Assam,214019,3575,209447,997
2008,10-12-2020,Assam,214165,3542,209625,998
2009,11-12-2020,Assam,214305,3516,209790,999
2010,12-12-2020,Assam,214432,3493,209939,1000
2011,13-12-2020,Assam,214584,3527,210057,1000
2012,14-12-2020,Assam,214657,3481,210174,1002
2013,15-12-2020,Assam,214803,3501,210299,1003
2014,17-12-2020,Assam,215042,3544,210491,1007
2015,18-12-2020,Assam,215148,3523,210615,1010
2016,19-12-2020,Assam,215250,3539,210700,1011
2017,20-12-2020,Assam,215346,3526,210808,1012
2018,21-12-2020,Assam,215409,3520,210872,1017
2019,22-12-2020,Assam,215510,3525,210965,1020
2020,23-12-2020,Assam,215585,3483,211078,1024
2021,24-12-2020,Assam,215680,3470,211181,1029
2022,25-12-2020,Assam,215775,3456,211286,1033
2023,26-12-2020,Assam,215836,3422,211381,1033
2024,27-12-2020,Assam,215910,3389,211486,1035
2025,28-12-2020,Assam,215939,3356,211546,1037
2026,29-12-2020,Assam,215997,3323,211636,1038
2027,30-12-2020,Assam,216063,3300,211723,1040
2028,31-12-2020,Assam,216139,3258,211838,1043
2029,03-01-2021,Assam,216289,3166,212072,1051
2030,04-01-2021,Assam,216304,3120,212132,1052
2031,05-01-2021,Assam,216340,3087,212199,1054
2032,06-01-2021,Assam,216381,3075,212249,1057
2033,07-01-2021,Assam,216424,3039,212328,1057
2034,08-01-2021,Assam,216481,3046,212376,1059
2035,09-01-2021,Assam,216531,3042,212430,1059
2036,10-01-2021,Assam,216565,3019,212486,1060
2037,11-01-2021,Assam,216590,3014,212515,1061
2038,12-01-2021,Assam,216635,2992,212579,1064
2039,13-01-2021,Assam,216690,2994,212632,1064
2040,14-01-2021,Assam,216743,3003,212675,1065
2041,15-01-2021,Assam,216762,2991,212706,1065
2042,16-01-2021,Assam,216777,2963,212748,1066
2043,17-01-2021,Assam,216809,2930,212809,1070
2044,18-01-2021,Assam,216831,2919,212839,1073
2045,19-01-2021,Assam,216864,2811,212978,1075
2046,20-01-2021,Assam,216887,2728,213084,1075
2047,21-01-2021,Assam,216919,2663,213179,1077
2048,22-01-2021,Assam,216940,2568,213295,1077
2049,23-01-2021,Assam,216957,2482,213398,1077
2050,24-01-2021,Assam,216976,2407,213492,1077
2051,25-01-2021,Assam,216992,2323,213591,1078
2052,27-01-2021,Assam,217025,2183,213763,1079
2053,28-01-2021,Assam,217042,2104,213857,1081
2054,29-01-2021,Assam,217071,2038,213952,1081
2055,30-01-2021,Assam,217091,1956,214054,1081
2056,31-01-2021,Assam,217120,1914,214124,1082
2057,01-02-2021,Assam,217141,1881,214178,1082
2058,02-02-2021,Assam,217154,1823,214248,1083
2059,03-02-2021,Assam,217161,1793,214285,1083
2060,04-02-2021,Assam,217175,1748,214344,1083
2061,05-02-2021,Assam,217186,1728,214374,1084
2062,06-02-2021,Assam,217193,1706,214403,1084
2063,07-02-2021,Assam,217202,1695,214423,1084
2064,08-02-2021,Assam,217210,1679,214447,1084
2065,09-02-2021,Assam,217229,1671,214473,1085
2066,10-02-2021,Assam,217256,1680,214490,1086
2067,11-02-2021,Assam,217267,1674,214507,1086
2068,12-02-2021,Assam,217277,1661,214530,1086
2069,13-02-2021,Assam,217285,1657,214542,1086
2070,14-02-2021,Assam,217288,1631,214570,1087
2071,15-02-2021,Assam,217293,1621,214585,1087
2072,16-02-2021,Assam,217304,1614,214601,1089
2073,17-02-2021,Assam,217309,1605,214615,1089
2074,18-02-2021,Assam,217330,1612,214628,1090
2075,19-02-2021,Assam,217344,1614,214639,1091
2076,20-02-2021,Assam,217367,1618,214658,1091
2077,21-02-2021,Assam,217383,1616,214676,1091
2078,22-02-2021,Assam,217392,1607,214694,1091
2079,23-02-2021,Assam,217406,1603,214712,1091
2080,24-02-2021,Assam,217427,1604,214732,1091
2081,25-02-2021,Assam,217454,1606,214757,1091
2082,26-02-2021,Assam,217484,1623,214770,1091
2083,27-02-2021,Assam,217518,1634,214792,1092
2084,01-03-2021,Assam,217537,1615,214830,1092
2085,02-03-2021,Assam,217570,1631,214846,1093
2086,03-03-2021,Assam,217585,1632,214860,1093
2087,04-03-2021,Assam,217593,1621,214879,1093
2088,06-03-2021,Assam,217642,1635,214914,1093
2089,07-03-2021,Assam,217649,1625,214930,1094
2090,08-03-2021,Assam,217668,1627,214947,1094
2091,09-03-2021,Assam,217682,1624,214964,1094
2092,10-03-2021,Assam,217704,1629,214979,1096
2093,11-03-2021,Assam,217726,1633,214997,1096
2094,13-03-2021,Assam,217766,1628,215041,1097
2095,14-03-2021,Assam,217780,1619,215063,1098
2096,15-03-2021,Assam,217797,1619,215080,1098
2097,16-03-2021,Assam,217817,1612,215106,1099
2098,17-03-2021,Assam,217839,1613,215127,1099
2099,18-03-2021,Assam,217872,1627,215146,1099
2100,19-03-2021,Assam,217905,1645,215160,1100
2101,20-03-2021,Assam,217924,1641,215183,1100
2102,21-03-2021,Assam,217951,1650,215201,1100
2103,22-03-2021,Assam,217976,1663,215213,1100
2104,23-03-2021,Assam,218006,1670,215235,1101
2105,24-03-2021,Assam,218058,1694,215262,1102
2106,25-03-2021,Assam,218099,1719,215277,1103
2107,27-03-2021,Assam,218176,1747,215325,1104
2108,28-03-2021,Assam,218222,1770,215348,1104
2109,29-03-2021,Assam,218270,1800,215366,1104
2110,30-03-2021,Assam,218310,1816,215390,1104
2111,31-03-2021,Assam,218363,1846,215413,1104
2112,01-04-2021,Assam,218412,1862,215445,1105
2113,02-04-2021,Assam,218470,1884,215479,1107
2114,03-04-2021,Assam,218533,1909,215517,1107
2115,04-04-2021,Assam,218601,1945,215549,1107
2116,05-04-2021,Assam,218670,1964,215597,1109
2117,06-04-2021,Assam,218740,1974,215657,1109
2118,07-04-2021,Assam,218832,2030,215691,1111
2119,08-04-2021,Assam,219027,2194,215722,1111
2120,09-04-2021,Assam,219272,2370,215790,1112
2121,10-04-2021,Assam,219553,2610,215828,1115
2122,11-04-2021,Assam,219958,2934,215907,1117
2123,12-04-2021,Assam,220310,3249,215943,1118
2124,13-04-2021,Assam,220893,3734,216041,1118
2125,14-04-2021,Assam,221483,4271,216093,1119
2126,15-04-2021,Assam,221868,4547,216199,1122
2127,16-04-2021,Assam,222367,4960,216284,1123
2128,17-04-2021,Assam,222940,5416,216397,1127
2129,18-04-2021,Assam,223816,6141,216546,1129
2130,19-04-2021,Assam,224455,6615,216705,1135
2131,20-04-2021,Assam,225822,7663,217017,1142
2132,21-04-2021,Assam,227473,9032,217296,1145
2133,22-04-2021,Assam,229138,10395,217593,1150
2134,23-04-2021,Assam,231069,11918,217991,1160
2135,24-04-2021,Assam,233453,13942,218339,1172
2136,25-04-2021,Assam,235689,15545,218958,1186
2137,26-04-2021,Assam,237533,16817,219516,1200
2138,27-04-2021,Assam,240670,19111,220344,1215
2139,28-04-2021,Assam,243802,21270,221299,1233
2140,29-04-2021,Assam,246847,23195,222397,1255
2141,30-04-2021,Assam,249926,24451,224194,1281
2142,01-05-2021,Assam,253123,25173,226643,1307
2143,02-05-2021,Assam,256576,26374,228872,1330
2144,03-05-2021,Assam,258961,25898,231703,1360
2145,04-05-2021,Assam,263450,27824,234237,1389
2146,05-05-2021,Assam,267925,29407,237088,1430
2147,06-05-2021,Assam,272751,31262,240004,1485
2148,07-05-2021,Assam,277687,33176,242980,1531
2149,08-05-2021,Assam,283313,35493,246242,1578
2150,09-05-2021,Assam,289069,38146,249295,1628
2151,10-05-2021,Assam,292368,37352,253340,1676
2152,11-05-2021,Assam,298171,38847,257571,1753
2153,12-05-2021,Assam,304429,40611,261980,1838
2154,13-05-2021,Assam,310086,42317,265860,1909
2155,14-05-2021,Assam,310086,42317,265860,1909
2156,15-05-2021,Assam,315554,43491,270079,1984
2157,16-05-2021,Assam,324979,45355,277501,2123
2158,17-05-2021,Assam,328629,44724,281726,2179
2159,18-05-2021,Assam,335023,46289,286463,2271
2160,19-05-2021,Assam,340858,47740,290774,2344
2161,20-05-2021,Assam,347001,49737,294831,2433
2162,21-05-2021,Assam,353574,53165,297902,2507
2163,22-05-2021,Assam,359640,54163,302889,2588
2164,23-05-2021,Assam,365620,55405,307548,2667
2165,24-05-2021,Assam,369183,53111,313333,2739
2166,25-05-2021,Assam,375404,53996,318585,2823
2167,26-05-2021,Assam,381171,54888,323368,2915
2168,27-05-2021,Assam,386870,54231,329634,3005
2169,28-05-2021,Assam,392574,55068,334418,3088
2170,30-05-2021,Assam,403623,56295,344083,3245
2171,31-05-2021,Assam,406868,53795,349773,3300
2172,01-06-2021,Assam,411216,53041,354810,3365
2173,02-06-2021,Assam,415898,52680,359802,3416
2174,03-06-2021,Assam,420076,52408,364191,3477
2175,04-06-2021,Assam,424385,51881,368981,3523
2176,05-06-2021,Assam,428933,52112,373244,3577
2177,06-06-2021,Assam,432714,52750,376343,3621
2178,07-06-2021,Assam,434942,50865,380419,3658
2179,08-06-2021,Assam,438746,50019,385032,3695
2180,09-06-2021,Assam,442694,50505,388451,3738
2181,10-06-2021,Assam,446445,49846,392806,3793
2182,11-06-2021,Assam,450201,48428,397929,3844
2183,22-03-2020,Bihar,2,1,0,1
2184,23-03-2020,Bihar,2,1,0,1
2185,24-03-2020,Bihar,2,1,0,1
2186,25-03-2020,Bihar,3,2,0,1
2187,26-03-2020,Bihar,3,2,0,1
2188,27-03-2020,Bihar,6,5,0,1
2189,28-03-2020,Bihar,9,8,0,1
2190,29-03-2020,Bihar,9,8,0,1
2191,30-03-2020,Bihar,11,10,0,1
2192,31-03-2020,Bihar,15,14,0,1
2193,01-04-2020,Bihar,23,22,0,1
2194,02-04-2020,Bihar,23,22,0,1
2195,03-04-2020,Bihar,24,23,0,1
2196,04-04-2020,Bihar,29,28,0,1
2197,05-04-2020,Bihar,30,29,0,1
2198,06-04-2020,Bihar,30,29,0,1
2199,07-04-2020,Bihar,32,31,0,1
2200,08-04-2020,Bihar,38,37,0,1
2201,09-04-2020,Bihar,38,37,0,1
2202,10-04-2020,Bihar,39,38,0,1
2203,11-04-2020,Bihar,60,59,0,1
2204,12-04-2020,Bihar,63,62,0,1
2205,13-04-2020,Bihar,64,44,19,1
2206,14-04-2020,Bihar,65,38,26,1
2207,15-04-2020,Bihar,66,36,29,1
2208,16-04-2020,Bihar,70,40,29,1
2209,17-04-2020,Bihar,80,42,37,1
2210,18-04-2020,Bihar,83,44,37,2
2211,19-04-2020,Bihar,86,47,37,2
2212,20-04-2020,Bihar,93,49,42,2
2213,21-04-2020,Bihar,113,69,42,2
2214,22-04-2020,Bihar,126,82,42,2
2215,23-04-2020,Bihar,143,95,46,2
2216,24-04-2020,Bihar,153,105,46,2
2217,25-04-2020,Bihar,223,175,46,2
2218,26-04-2020,Bihar,243,195,46,2
2219,27-04-2020,Bihar,274,216,56,2
2220,28-04-2020,Bihar,345,286,57,2
2221,29-04-2020,Bihar,366,300,64,2
2222,30-04-2020,Bihar,392,325,65,2
2223,01-05-2020,Bihar,418,334,82,2
2224,02-05-2020,Bihar,471,370,98,3
2225,03-05-2020,Bihar,481,370,107,4
2226,04-05-2020,Bihar,503,374,125,4
2227,05-05-2020,Bihar,528,394,130,4
2228,06-05-2020,Bihar,536,390,142,4
2229,07-05-2020,Bihar,542,350,188,4
2230,08-05-2020,Bihar,550,299,246,5
2231,09-05-2020,Bihar,571,269,297,5
2232,10-05-2020,Bihar,591,264,322,5
2233,11-05-2020,Bihar,696,325,365,6
2234,12-05-2020,Bihar,747,364,377,6
2235,13-05-2020,Bihar,831,442,383,6
2236,14-05-2020,Bihar,940,545,388,7
2237,15-05-2020,Bihar,994,576,411,7
2238,16-05-2020,Bihar,1018,573,438,7
2239,17-05-2020,Bihar,1179,719,453,7
2240,18-05-2020,Bihar,1262,779,475,8
2241,19-05-2020,Bihar,1391,888,494,9
2242,20-05-2020,Bihar,1498,955,534,9
2243,21-05-2020,Bihar,1674,1093,571,10
2244,22-05-2020,Bihar,1982,1378,593,11
2245,23-05-2020,Bihar,2177,1537,629,11
2246,24-05-2020,Bihar,2380,1716,653,11
2247,25-05-2020,Bihar,2587,1872,702,13
2248,26-05-2020,Bihar,2730,1968,749,13
2249,27-05-2020,Bihar,2983,2070,900,13
2250,28-05-2020,Bihar,3061,1963,1083,15
2251,29-05-2020,Bihar,3296,2070,1211,15
2252,30-05-2020,Bihar,3376,2150,1211,15
2253,31-05-2020,Bihar,3636,1998,1618,20
2254,01-06-2020,Bihar,3815,2084,1710,21
2255,02-06-2020,Bihar,3926,2002,1900,24
2256,03-06-2020,Bihar,4155,2185,1946,24
2257,04-06-2020,Bihar,4390,2288,2077,25
2258,05-06-2020,Bihar,4493,2254,2210,29
2259,06-06-2020,Bihar,4596,2342,2225,29
2260,07-06-2020,Bihar,4915,2460,2425,30
2261,08-06-2020,Bihar,5088,2578,2480,30
2262,09-06-2020,Bihar,5202,2672,2499,31
2263,10-06-2020,Bihar,5459,2563,2864,32
2264,11-06-2020,Bihar,5710,2606,3071,33
2265,12-06-2020,Bihar,5983,2681,3266,36
2266,13-06-2020,Bihar,6103,2480,3587,36
2267,14-06-2020,Bihar,6290,2295,3956,39
2268,15-06-2020,Bihar,6470,2261,4170,39
2269,16-06-2020,Bihar,6650,2201,4409,40
2270,17-06-2020,Bihar,6778,2093,4644,41
2271,18-06-2020,Bihar,6942,1972,4926,44
2272,19-06-2020,Bihar,7025,1925,5056,44
2273,20-06-2020,Bihar,7181,2033,5098,50
2274,21-06-2020,Bihar,7533,1952,5529,52
2275,22-06-2020,Bihar,7612,1979,5580,53
2276,23-06-2020,Bihar,7825,1989,5781,55
2277,24-06-2020,Bihar,8153,1993,6104,56
2278,25-06-2020,Bihar,8209,2039,6113,57
2279,26-06-2020,Bihar,8473,1975,6441,57
2280,27-06-2020,Bihar,8716,1896,6762,58
2281,28-06-2020,Bihar,8931,2029,6843,59
2282,29-06-2020,Bihar,9212,2034,7118,60
2283,30-06-2020,Bihar,9640,2188,7390,62
2284,01-07-2020,Bihar,10043,2289,7687,67
2285,02-07-2020,Bihar,10249,2233,7946,70
2286,03-07-2020,Bihar,10471,2374,8020,77
2287,04-07-2020,Bihar,10954,2660,8214,80
2288,05-07-2020,Bihar,11700,2925,8686,89
2289,06-07-2020,Bihar,11876,3016,8765,95
2290,07-07-2020,Bihar,12125,3031,8997,97
2291,08-07-2020,Bihar,12570,3182,9284,104
2292,09-07-2020,Bihar,13189,3528,9554,107
2293,10-07-2020,Bihar,13944,4013,9816,115
2294,11-07-2020,Bihar,14575,4347,10109,119
2295,12-07-2020,Bihar,15373,4557,10685,131
2296,13-07-2020,Bihar,16642,5001,11498,143
2297,14-07-2020,Bihar,17959,5482,12317,160
2298,15-07-2020,Bihar,19284,6261,12849,174
2299,16-07-2020,Bihar,20612,6970,13462,180
2300,17-07-2020,Bihar,21764,7549,14018,197
2301,18-07-2020,Bihar,23589,8767,14621,201
2302,19-07-2020,Bihar,25136,9392,15536,208
2303,20-07-2020,Bihar,26569,10044,16308,217
2304,21-07-2020,Bihar,27646,9996,17433,217
2305,22-07-2020,Bihar,28952,10220,18515,217
2306,23-07-2020,Bihar,30369,10506,19646,217
2307,24-07-2020,Bihar,31980,10994,20769,217
2308,25-07-2020,Bihar,33926,11363,22343,220
2309,26-07-2020,Bihar,36604,12317,24053,234
2310,27-07-2020,Bihar,39176,13117,25815,244
2311,28-07-2020,Bihar,41244,13461,27530,253
2312,29-07-2020,Bihar,43843,14718,28856,269
2313,30-07-2020,Bihar,46080,15482,30320,278
2314,31-07-2020,Bihar,48477,16845,31350,282
2315,01-08-2020,Bihar,51233,17579,33358,296
2316,02-08-2020,Bihar,54240,18937,34994,309
2317,03-08-2020,Bihar,57024,20306,36389,329
2318,04-08-2020,Bihar,59328,20770,38228,330
2319,05-08-2020,Bihar,61788,21093,40348,347
2320,06-08-2020,Bihar,64770,22001,42414,355
2321,07-08-2020,Bihar,67788,23888,43537,363
2322,08-08-2020,Bihar,71304,26453,44482,369
2323,09-08-2020,Bihar,75294,26669,48243,382
2324,10-08-2020,Bihar,79451,27906,51158,387
2325,11-08-2020,Bihar,82550,28065,54088,397
2326,12-08-2020,Bihar,86413,29291,56709,413
2327,13-08-2020,Bihar,90321,30119,59786,416
2328,14-08-2020,Bihar,94193,31483,62284,426
2329,15-08-2020,Bihar,98008,32636,64930,442
2330,16-08-2020,Bihar,101551,32591,68510,450
2331,17-08-2020,Bihar,103844,31059,72324,461
2332,18-08-2020,Bihar,106307,29387,76452,468
2333,19-08-2020,Bihar,109498,28692,80330,476
2334,20-08-2020,Bihar,112437,27546,84404,487
2335,21-08-2020,Bihar,114941,26789,87660,492
2336,22-08-2020,Bihar,117413,25363,91552,498
2337,23-08-2020,Bihar,119529,24168,94858,503
2338,24-08-2020,Bihar,121947,23111,98325,511
2339,25-08-2020,Bihar,123198,21392,101292,514
2340,26-08-2020,Bihar,124536,19716,104301,519
2341,27-08-2020,Bihar,126714,19823,106361,530
2342,28-08-2020,Bihar,128780,19067,109175,538
2343,29-08-2020,Bihar,131057,18047,112452,558
2344,30-08-2020,Bihar,133003,17670,114772,561
2345,31-08-2020,Bihar,135035,17333,117124,578
2346,01-09-2020,Bihar,136457,16335,119540,582
2347,02-09-2020,Bihar,138349,16168,121560,621
2348,03-09-2020,Bihar,141441,17001,123794,646
2349,04-09-2020,Bihar,142967,17319,124976,672
2350,05-09-2020,Bihar,144104,17032,126371,701
2351,06-09-2020,Bihar,145832,16594,128503,735
2352,07-09-2020,Bihar,147661,16426,130485,750
2353,08-09-2020,Bihar,149027,16121,132145,761
2354,09-09-2020,Bihar,150502,15346,134391,765
2355,10-09-2020,Bihar,152192,15626,135791,775
2356,11-09-2020,Bihar,153568,15239,137544,785
2357,12-09-2020,Bihar,155445,15190,139458,797
2358,13-09-2020,Bihar,156703,14396,141499,808
2359,14-09-2020,Bihar,158285,14113,143350,822
2360,15-09-2020,Bihar,160366,13975,145560,831
2361,16-09-2020,Bihar,160871,13055,146980,836
2362,17-09-2020,Bihar,162463,12959,148656,848
2363,18-09-2020,Bihar,164051,13156,150040,855
2364,19-09-2020,Bihar,165218,12609,151750,859
2365,20-09-2020,Bihar,166788,12629,153298,861
2366,21-09-2020,Bihar,169024,13005,155155,864
2367,22-09-2020,Bihar,169651,12539,156242,870
2368,23-09-2020,Bihar,171255,12928,157454,873
2369,24-09-2020,Bihar,172854,12958,159022,874
2370,25-09-2020,Bihar,174071,13015,160178,878
2371,26-09-2020,Bihar,175525,12773,161874,878
2372,27-09-2020,Bihar,177072,12754,163432,886
2373,28-09-2020,Bihar,178702,12827,164987,888
2374,29-09-2020,Bihar,179832,12664,166276,892
2375,30-09-2020,Bihar,181285,12366,168025,894
2376,01-10-2020,Bihar,182728,12092,169732,904
2377,02-10-2020,Bihar,184038,12086,171048,904
2378,03-10-2020,Bihar,185436,12077,172449,910
2379,04-10-2020,Bihar,186441,11597,173932,912
2380,05-10-2020,Bihar,188168,11795,175458,915
2381,06-10-2020,Bihar,189442,11523,176995,924
2382,07-10-2020,Bihar,190740,11420,178395,925
2383,08-10-2020,Bihar,191985,11326,179732,927
2384,09-10-2020,Bihar,193072,11447,180696,929
2385,10-10-2020,Bihar,194329,11274,182121,934
2386,11-10-2020,Bihar,195499,11165,183390,944
2387,12-10-2020,Bihar,196531,11044,184541,946
2388,13-10-2020,Bihar,197535,10669,185911,955
2389,14-10-2020,Bihar,198855,10835,187059,961
2390,15-10-2020,Bihar,200103,10756,188380,967
2391,16-10-2020,Bihar,201196,11038,189186,972
2392,17-10-2020,Bihar,202290,10884,190425,981
2393,18-10-2020,Bihar,203457,10848,191619,990
2394,19-10-2020,Bihar,204363,10584,192783,996
2395,20-10-2020,Bihar,205945,10937,194005,1003
2396,21-10-2020,Bihar,207405,11348,195046,1011
2397,22-10-2020,Bihar,208377,11118,196240,1019
2398,23-10-2020,Bihar,209447,11213,197208,1026
2399,24-10-2020,Bihar,210196,10630,198532,1034
2400,25-10-2020,Bihar,211258,10459,199757,1042
2401,26-10-2020,Bihar,211689,9722,200918,1049
2402,27-10-2020,Bihar,212355,9355,201942,1058
2403,28-10-2020,Bihar,213085,8846,203174,1065
2404,29-10-2020,Bihar,213576,8329,204178,1069
2405,30-10-2020,Bihar,214242,8058,205108,1076
2406,31-10-2020,Bihar,215327,7897,206346,1084
2407,01-11-2020,Bihar,216086,7516,207480,1090
2408,02-11-2020,Bihar,216707,6966,208644,1097
2409,03-11-2020,Bihar,217277,6594,209582,1101
2410,04-11-2020,Bihar,218203,6423,210672,1108
2411,05-11-2020,Bihar,218605,6094,211398,1113
2412,06-11-2020,Bihar,219349,6356,211872,1121
2413,07-11-2020,Bihar,220099,6518,212452,1129
2414,08-11-2020,Bihar,220936,6287,213513,1136
2415,09-11-2020,Bihar,221624,6273,214207,1144
2416,10-11-2020,Bihar,222917,6503,215263,1151
2417,11-11-2020,Bihar,223346,6093,216097,1156
2418,12-11-2020,Bihar,223917,5815,216940,1162
2419,13-11-2020,Bihar,224524,5763,217594,1167
2420,14-11-2020,Bihar,225124,5637,218313,1174
2421,15-11-2020,Bihar,225595,5727,218689,1179
2422,16-11-2020,Bihar,225901,5454,219263,1184
2423,17-11-2020,Bihar,226417,5221,220007,1189
2424,18-11-2020,Bihar,227018,5156,220668,1194
2425,19-11-2020,Bihar,227822,5349,221272,1201
2426,20-11-2020,Bihar,228511,5378,221924,1209
2427,21-11-2020,Bihar,228886,5254,222420,1212
2428,22-11-2020,Bihar,229177,5082,222879,1216
2429,23-11-2020,Bihar,229544,4839,223484,1221
2430,24-11-2020,Bihar,230094,4794,224073,1227
2431,25-11-2020,Bihar,230845,4897,224715,1233
2432,26-11-2020,Bihar,231539,5225,225077,1237
2433,27-11-2020,Bihar,232235,5390,225602,1243
2434,28-11-2020,Bihar,232916,5401,226267,1248
2435,29-11-2020,Bihar,233572,5380,226939,1253
2436,30-11-2020,Bihar,234119,5404,227456,1259
2437,01-12-2020,Bihar,234610,5359,227987,1264
2438,02-12-2020,Bihar,235152,5568,228316,1268
2439,03-12-2020,Bihar,235839,5768,228797,1274
2440,04-12-2020,Bihar,236420,5890,229249,1281
2441,05-12-2020,Bihar,237006,5836,229883,1287
2442,06-12-2020,Bihar,237552,5630,230630,1292
2443,07-12-2020,Bihar,238106,5563,231248,1295
2444,08-12-2020,Bihar,238648,5467,231884,1297
2445,09-12-2020,Bihar,239322,5459,232563,1300
2446,10-12-2020,Bihar,239955,5354,233298,1303
2447,11-12-2020,Bihar,240572,5499,233766,1307
2448,12-12-2020,Bihar,241222,5527,234383,1312
2449,13-12-2020,Bihar,241776,5501,234958,1317
2450,14-12-2020,Bihar,242224,5375,235528,1321
2451,15-12-2020,Bihar,242660,5088,236247,1325
2452,17-12-2020,Bihar,243830,5231,237267,1332
2453,18-12-2020,Bihar,244386,5279,237770,1337
2454,19-12-2020,Bihar,245027,5370,238316,1341
2455,20-12-2020,Bihar,245661,5205,239109,1347
2456,21-12-2020,Bihar,246185,5140,239693,1352
2457,22-12-2020,Bihar,246568,4991,240219,1358
2458,23-12-2020,Bihar,247108,5030,240716,1362
2459,24-12-2020,Bihar,247807,5408,241031,1368
2460,25-12-2020,Bihar,248351,5434,241546,1371
2461,26-12-2020,Bihar,248945,5504,242068,1373
2462,27-12-2020,Bihar,249403,5257,242767,1379
2463,28-12-2020,Bihar,249912,5068,243461,1383
2464,29-12-2020,Bihar,250390,4928,244076,1386
2465,30-12-2020,Bihar,250928,4940,244599,1389
2466,31-12-2020,Bihar,251348,4799,245156,1393
2467,03-01-2021,Bihar,252584,4792,246389,1403
2468,04-01-2021,Bihar,252857,4473,246979,1405
2469,05-01-2021,Bihar,253272,4380,247484,1408
2470,06-01-2021,Bihar,253695,4351,247929,1415
2471,07-01-2021,Bihar,254014,4184,248410,1420
2472,08-01-2021,Bihar,254447,4261,248762,1424
2473,09-01-2021,Bihar,254701,4075,249198,1428
2474,10-01-2021,Bihar,255386,4247,249709,1430
2475,11-01-2021,Bihar,255700,4178,250088,1434
2476,12-01-2021,Bihar,255932,4054,250439,1439
2477,13-01-2021,Bihar,256309,4234,250632,1443
2478,14-01-2021,Bihar,256587,4115,251027,1445
2479,15-01-2021,Bihar,256895,4170,251278,1447
2480,16-01-2021,Bihar,257193,4112,251632,1449
2481,17-01-2021,Bihar,257474,4046,251975,1453
