S. No.,Date,Region,Confirmed Cases,Active Cases,Cured/Discharged,Death
548,04-07-2020,Andaman and Nicobar Islands,116,62,54,0
549,05-07-2020,Andaman and Nicobar Islands,119,53,66,0
550,06-07-2020,Andaman and Nicobar Islands,125,53,72,0
551,07-07-2020,Andaman and Nicobar Islands,141,67,74,0
552,08-07-2020,Andaman and Nicobar Islands,147,72,75,0
553,09-07-2020,Andaman and Nicobar Islands,149,72,77,0
554,10-07-2020,Andaman and Nicobar Islands,151,68,83,0
555,11-07-2020,Andaman and Nicobar Islands,156,64,92,0
556,12-07-2020,Andaman and Nicobar Islands,163,70,93,0
557,13-07-2020,Andaman and Nicobar Islands,163,70,93,0
558,14-07-2020,Andaman and Nicobar Islands,166,57,109,0
559,15-07-2020,Andaman and Nicobar Islands,166,57,109,0
560,16-07-2020,Andaman and Nicobar Islands,176,46,130,0
561,17-07-2020,Andaman and Nicobar Islands,180,47,133,0
562,18-07-2020,Andaman and Nicobar Islands,194,52,142,0
563,19-07-2020,Andaman and Nicobar Islands,198,53,145,0
564,20-07-2020,Andaman and Nicobar Islands,203,58,145,0
565,21-07-2020,Andaman and Nicobar Islands,207,55,152,0
566,22-07-2020,Andaman and Nicobar Islands,212,53,159,0
567,23-07-2020,Andaman and Nicobar Islands,221,58,163,0
568,24-07-2020,Andaman and Nicobar Islands,240,70,170,0
569,25-07-2020,Andaman and Nicobar Islands,259,85,174,0
570,26-07-2020,Andaman and Nicobar Islands,290,114,176,0
571,27-07-2020,Andaman and Nicobar Islands,324,142,182,0
572,28-07-2020,Andaman and Nicobar Islands,338,145,192,1
573,29-07-2020,Andaman and Nicobar Islands,363,166,196,1
574,30-07-2020,Andaman and Nicobar Islands,428,225,201,2
575,31-07-2020,Andaman and Nicobar Islands,471,266,201,4
576,01-08-2020,Andaman and Nicobar Islands,548,329,214,5
577,02-08-2020,Andaman and Nicobar Islands,636,403,226,7
578,03-08-2020,Andaman and Nicobar Islands,734,484,242,8
579,04-08-2020,Andaman and Nicobar Islands,830,557,263,10
580,05-08-2020,Andaman and Nicobar Islands,928,639,277,12
581,06-08-2020,Andaman and Nicobar Islands,1027,687,326,14
582,07-08-2020,Andaman and Nicobar Islands,1123,752,355,16
583,08-08-2020,Andaman and Nicobar Islands,1222,778,425,19
584,09-08-2020,Andaman and Nicobar Islands,1351,831,500,20
585,10-08-2020,Andaman and Nicobar Islands,1490,822,648,20
586,11-08-2020,Andaman and Nicobar Islands,1625,896,709,20
587,12-08-2020,Andaman and Nicobar Islands,1764,994,749,21
588,13-08-2020,Andaman and Nicobar Islands,1900,1050,829,21
589,14-08-2020,Andaman and Nicobar Islands,2037,1091,924,22
590,15-08-2020,Andaman and Nicobar Islands,2186,1130,1032,24
591,16-08-2020,Andaman and Nicobar Islands,2306,1154,1128,24
592,17-08-2020,Andaman and Nicobar Islands,2399,1145,1226,28
593,18-08-2020,Andaman and Nicobar Islands,2445,1091,1325,29
594,19-08-2020,Andaman and Nicobar Islands,2529,1078,1421,30
595,20-08-2020,Andaman and Nicobar Islands,2604,1045,1529,30
596,21-08-2020,Andaman and Nicobar Islands,2680,1011,1638,31
597,22-08-2020,Andaman and Nicobar Islands,2747,971,1744,32
598,23-08-2020,Andaman and Nicobar Islands,2808,923,1853,32
599,24-08-2020,Andaman and Nicobar Islands,2860,864,1963,33
600,25-08-2020,Andaman and Nicobar Islands,2904,777,2092,35
601,26-08-2020,Andaman and Nicobar Islands,2945,677,2231,37
602,27-08-2020,Andaman and Nicobar Islands,2985,635,2309,41
603,28-08-2020,Andaman and Nicobar Islands,3018,602,2374,42
604,29-08-2020,Andaman and Nicobar Islands,3050,564,2444,42
605,30-08-2020,Andaman and Nicobar Islands,3081,518,2519,44
606,31-08-2020,Andaman and Nicobar Islands,3104,473,2586,45
607,01-09-2020,Andaman and Nicobar Islands,3132,439,2647,46
608,02-09-2020,Andaman and Nicobar Islands,3160,400,2714,46
609,03-09-2020,Andaman and Nicobar Islands,3186,381,2758,47
610,04-09-2020,Andaman and Nicobar Islands,3223,352,2823,48
611,05-09-2020,Andaman and Nicobar Islands,3257,345,2863,49
612,06-09-2020,Andaman and Nicobar Islands,3292,338,2904,50
613,07-09-2020,Andaman and Nicobar Islands,3332,331,2951,50
614,08-09-2020,Andaman and Nicobar Islands,3359,312,2997,50
615,09-09-2020,Andaman and Nicobar Islands,3392,307,3035,50
616,10-09-2020,Andaman and Nicobar Islands,3426,297,3078,51
617,11-09-2020,Andaman and Nicobar Islands,3465,293,3121,51
618,12-09-2020,Andaman and Nicobar Islands,3494,286,3157,51
619,13-09-2020,Andaman and Nicobar Islands,3521,268,3202,51
620,14-09-2020,Andaman and Nicobar Islands,3546,252,3243,51
621,15-09-2020,Andaman and Nicobar Islands,3557,227,3278,52
622,16-09-2020,Andaman and Nicobar Islands,3574,204,3318,52
623,17-09-2020,Andaman and Nicobar Islands,3593,196,3345,52
624,18-09-2020,Andaman and Nicobar Islands,3604,174,3378,52
625,19-09-2020,Andaman and Nicobar Islands,3631,165,3414,52
626,20-09-2020,Andaman and Nicobar Islands,3644,156,3436,52
627,21-09-2020,Andaman and Nicobar Islands,3651,147,3452,52
628,22-09-2020,Andaman and Nicobar Islands,3673,152,3469,52
629,23-09-2020,Andaman and Nicobar Islands,3691,160,3479,52
630,24-09-2020,Andaman and Nicobar Islands,3712,166,3494,52
631,25-09-2020,Andaman and Nicobar Islands,3744,189,3503,52
632,26-09-2020,Andaman and Nicobar Islands,3759,179,3528,52
633,27-09-2020,Andaman and Nicobar Islands,3774,171,3551,52
634,28-09-2020,Andaman and Nicobar Islands,3794,188,3553,53
635,29-09-2020,Andaman and Nicobar Islands,3803,168,3582,53
636,30-09-2020,Andaman and Nicobar Islands,3821,181,3587,53
637,01-10-2020,Andaman and Nicobar Islands,3835,174,3608,53
638,02-10-2020,Andaman and Nicobar Islands,3848,172,3623,53
639,03-10-2020,Andaman and Nicobar Islands,3858,174,3631,53
640,04-10-2020,Andaman and Nicobar Islands,3868,173,3642,53
641,05-10-2020,Andaman and Nicobar Islands,3884,182,3649,53
642,06-10-2020,Andaman and Nicobar Islands,3899,186,3659,54
643,07-10-2020,Andaman and Nicobar Islands,3912,180,3678,54
644,08-10-2020,Andaman and Nicobar Islands,3935,185,3696,54
645,09-10-2020,Andaman and Nicobar Islands,3952,190,3707,55
646,10-10-2020,Andaman and Nicobar Islands,3976,197,3724,55
647,11-10-2020,Andaman and Nicobar Islands,3992,193,3744,55
648,12-10-2020,Andaman and Nicobar Islands,4005,186,3764,55
649,13-10-2020,Andaman and Nicobar Islands,4023,198,3770,55
650,14-10-2020,Andaman and Nicobar Islands,4036,199,3782,55
651,15-10-2020,Andaman and Nicobar Islands,4046,195,3796,55
652,16-10-2020,Andaman and Nicobar Islands,4062,190,3817,55
653,17-10-2020,Andaman and Nicobar Islands,4072,185,3831,56
654,18-10-2020,Andaman and Nicobar Islands,4083,179,3848,56
655,19-10-2020,Andaman and Nicobar Islands,4108,184,3868,56
656,20-10-2020,Andaman and Nicobar Islands,4126,178,3892,56
657,21-10-2020,Andaman and Nicobar Islands,4141,183,3902,56
658,22-10-2020,Andaman and Nicobar Islands,4168,199,3913,56
659,23-10-2020,Andaman and Nicobar Islands,4184,190,3937,57
660,24-10-2020,Andaman and Nicobar Islands,4207,204,3945,58
661,25-10-2020,Andaman and Nicobar Islands,4225,199,3968,58
662,26-10-2020,Andaman and Nicobar Islands,4245,204,3983,58
663,27-10-2020,Andaman and Nicobar Islands,4253,198,3997,58
664,28-10-2020,Andaman and Nicobar Islands,4274,197,4019,58
665,29-10-2020,Andaman and Nicobar Islands,4289,192,4039,58
666,30-10-2020,Andaman and Nicobar Islands,4305,192,4054,59
667,31-10-2020,Andaman and Nicobar Islands,4317,182,4076,59
668,01-11-2020,Andaman and Nicobar Islands,4332,173,4100,59
669,02-11-2020,Andaman and Nicobar Islands,4340,168,4112,60
670,03-11-2020,Andaman and Nicobar Islands,4352,160,4132,60
671,04-11-2020,Andaman and Nicobar Islands,4372,159,4153,60
672,05-11-2020,Andaman and Nicobar Islands,4389,166,4163,60
673,06-11-2020,Andaman and Nicobar Islands,4403,168,4175,60
674,07-11-2020,Andaman and Nicobar Islands,4420,166,4194,60
675,08-11-2020,Andaman and Nicobar Islands,4441,175,4206,60
676,09-11-2020,Andaman and Nicobar Islands,4450,169,4221,60
677,10-11-2020,Andaman and Nicobar Islands,4463,164,4239,60
678,11-11-2020,Andaman and Nicobar Islands,4477,162,4255,60
679,12-11-2020,Andaman and Nicobar Islands,4494,167,4267,60
680,13-11-2020,Andaman and Nicobar Islands,4507,164,4282,61
681,14-11-2020,Andaman and Nicobar Islands,4518,153,4304,61
682,15-11-2020,Andaman and Nicobar Islands,4527,151,4315,61
683,16-11-2020,Andaman and Nicobar Islands,4536,145,4330,61
684,17-11-2020,Andaman and Nicobar Islands,4557,150,4346,61
685,18-11-2020,Andaman and Nicobar Islands,4574,150,4363,61
686,19-11-2020,Andaman and Nicobar Islands,4593,154,4378,61
687,20-11-2020,Andaman and Nicobar Islands,4604,145,4398,61
688,21-11-2020,Andaman and Nicobar Islands,4617,148,4408,61
689,22-11-2020,Andaman and Nicobar Islands,4631,142,4428,61
690,23-11-2020,Andaman and Nicobar Islands,4641,140,4440,61
691,24-11-2020,Andaman and Nicobar Islands,4656,142,4453,61
692,25-11-2020,Andaman and Nicobar Islands,4667,142,4464,61
693,26-11-2020,Andaman and Nicobar Islands,4677,137,4479,61
694,27-11-2020,Andaman and Nicobar Islands,4682,130,4491,61
695,28-11-2020,Andaman and Nicobar Islands,4689,120,4508,61
696,29-11-2020,Andaman and Nicobar Islands,4698,119,4518,61
697,30-11-2020,Andaman and Nicobar Islands,4704,106,4537,61
698,01-12-2020,Andaman and Nicobar Islands,4710,99,4550,61
699,02-12-2020,Andaman and Nicobar Islands,4718,91,4566,61
700,03-12-2020,Andaman and Nicobar Islands,4723,79,4583,61
701,04-12-2020,Andaman and Nicobar Islands,4729,71,4597,61
702,05-12-2020,Andaman and Nicobar Islands,4742,70,4611,61
703,06-12-2020,Andaman and Nicobar Islands,4747,70,4616,61
704,07-12-2020,Andaman and Nicobar Islands,4758,73,4624,61
705,08-12-2020,Andaman and Nicobar Islands,4773,81,4631,61
706,09-12-2020,Andaman and Nicobar Islands,4778,70,4647,61
707,10-12-2020,Andaman and Nicobar Islands,4783,75,4647,61
708,11-12-2020,Andaman and Nicobar Islands,4791,78,4652,61
709,12-12-2020,Andaman and Nicobar Islands,4798,78,4659,61
710,13-12-2020,Andaman and Nicobar Islands,4805,79,4665,61
711,14-12-2020,Andaman and Nicobar Islands,4818,84,4673,61
712,15-12-2020,Andaman and Nicobar Islands,4834,92,4681,61
713,17-12-2020,Andaman and Nicobar Islands,4850,91,4698,61
714,18-12-2020,Andaman and Nicobar Islands,4860,92,4707,61
715,19-12-2020,Andaman and Nicobar Islands,4869,96,4712,61
716,20-12-2020,Andaman and Nicobar Islands,4875,95,4719,61
717,21-12-2020,Andaman and Nicobar Islands,4881,88,4732,61
718,22-12-2020,Andaman and Nicobar Islands,4888,86,4740,62
719,23-12-2020,Andaman and Nicobar Islands,4893,82,4749,62
720,24-12-2020,Andaman and Nicobar Islands,4896,73,4761,62
721,25-12-2020,Andaman and Nicobar Islands,4901,64,4775,62
722,26-12-2020,Andaman and Nicobar Islands,4912,69,4781,62
723,27-12-2020,Andaman and Nicobar Islands,4912,61,4789,62
724,28-12-2020,Andaman and Nicobar Islands,4924,64,4798,62
725,29-12-2020,Andaman and Nicobar Islands,4929,64,4803,62
726,30-12-2020,Andaman and Nicobar Islands,4936,63,4811,62
727,31-12-2020,Andaman and Nicobar Islands,4941,59,4820,62
728,03-01-2021,Andaman and Nicobar Islands,4947,48,4837,62
729,04-01-2021,Andaman and Nicobar Islands,4948,40,4846,62
730,05-01-2021,Andaman and Nicobar Islands,4948,38,4848,62
731,06-01-2021,Andaman and Nicobar Islands,4949,31,4856,62
732,07-01-2021,Andaman and Nicobar Islands,4949,28,4859,62
733,08-01-2021,Andaman and Nicobar Islands,4958,32,4864,62
734,09-01-2021,Andaman and Nicobar Islands,4959,31,4866,62
735,10-01-2021,Andaman and Nicobar Islands,4959,24,4873,62
736,11-01-2021,Andaman and Nicobar Islands,4960,23,4875,62
737,12-01-2021,Andaman and Nicobar Islands,4963,17,4884,62
738,13-01-2021,Andaman and Nicobar Islands,4966,18,4886,62
739,14-01-2021,Andaman and Nicobar Islands,4969,16,4891,62
740,15-01-2021,Andaman and Nicobar Islands,4976,23,4891,62
741,16-01-2021,Andaman and Nicobar Islands,4979,22,4895,62
742,17-01-2021,Andaman and Nicobar Islands,4982,25,4895,62
743,18-01-2021,Andaman and Nicobar Islands,4983,25,4896,62
744,19-01-2021,Andaman and Nicobar Islands,4988,29,4897,62
745,20-01-2021,Andaman and Nicobar Islands,4989,30,4897,62
746,21-01-2021,Andaman and Nicobar Islands,4991,29,4900,62
747,22-01-2021,Andaman and Nicobar Islands,4991,25,4904,62
748,23-01-2021,Andaman and Nicobar Islands,4992,23,4907,62
749,24-01-2021,Andaman and Nicobar Islands,4993,24,4907,62
750,25-01-2021,Andaman and Nicobar Islands,4993,23,4908,62
751,27-01-2021,Andaman and Nicobar Islands,4994,15,4917,62
752,28-01-2021,Andaman and Nicobar Islands,4994,10,4922,62
753,29-01-2021,Andaman and Nicobar Islands,4994,8,4924,62
754,30-01-2021,Andaman and Nicobar Islands,4994,5,4927,62
755,31-01-2021,Andaman and Nicobar Islands,4994,4,4928,62
756,01-02-2021,Andaman and Nicobar Islands,4994,4,4928,62
757,02-02-2021,Andaman and Nicobar Islands,4994,0,4932,62
758,03-02-2021,Andaman and Nicobar Islands,4994,0,4932,62
759,04-02-2021,Andaman and Nicobar Islands,4994,0,4932,62
760,05-02-2021,Andaman and Nicobar Islands,4994,0,4932,62
761,06-02-2021,Andaman and Nicobar Islands,4997,3,4932,62
762,07-02-2021,Andaman and Nicobar Islands,5000,6,4932,62
763,08-02-2021,Andaman and Nicobar Islands,5001,7,4932,62
764,09-02-2021,Andaman and Nicobar Islands,5005,11,4932,62
765,10-02-2021,Andaman and Nicobar Islands,5007,13,4932,62
766,11-02-2021,Andaman and Nicobar Islands,5007,13,4932,62
767,12-02-2021,Andaman and Nicobar Islands,5007,13,4932,62
768,13-02-2021,Andaman and Nicobar Islands,5007,11,4934,62
769,14-02-2021,Andaman and Nicobar Islands,5009,9,4938,62
770,15-02-2021,Andaman and Nicobar Islands,5009,9,4938,62
771,16-02-2021,Andaman and Nicobar Islands,5009,9,4938,62
772,17-02-2021,Andaman and Nicobar Islands,5013,8,4943,62
773,18-02-2021,Andaman and Nicobar Islands,5014,8,4944,62
774,19-02-2021,Andaman and Nicobar Islands,5014,8,4944,62
775,20-02-2021,Andaman and Nicobar Islands,5014,4,4948,62
776,21-02-2021,Andaman and Nicobar Islands,5014,3,4949,62
777,22-02-2021,Andaman and Nicobar Islands,5014,3,4949,62
778,23-02-2021,Andaman and Nicobar Islands,5015,4,4949,62
779,24-02-2021,Andaman and Nicobar Islands,5016,5,4949,62
780,25-02-2021,Andaman and Nicobar Islands,5016,4,4950,62
781,26-02-2021,Andaman and Nicobar Islands,5016,2,4952,62
782,27-02-2021,Andaman and Nicobar Islands,5017,3,4952,62
783,01-03-2021,Andaman and Nicobar Islands,5020,6,4952,62
784,02-03-2021,Andaman and Nicobar Islands,5020,6,4952,62
785,03-03-2021,Andaman and Nicobar Islands,5020,6,4952,62
786,04-03-2021,Andaman and Nicobar Islands,5022,8,4952,62
787,06-03-2021,Andaman and Nicobar Islands,5024,8,4954,62
788,07-03-2021,Andaman and Nicobar Islands,5024,7,4955,62
789,08-03-2021,Andaman and Nicobar Islands,5024,7,4955,62
790,09-03-2021,Andaman and Nicobar Islands,5026,7,4957,62
791,10-03-2021,Andaman and Nicobar Islands,5028,8,4958,62
792,11-03-2021,Andaman and Nicobar Islands,5028,6,4960,62
793,13-03-2021,Andaman and Nicobar Islands,5029,6,4961,62
794,14-03-2021,Andaman and Nicobar Islands,5030,4,4964,62
795,15-03-2021,Andaman and Nicobar Islands,5031,5,4964,62
796,16-03-2021,Andaman and Nicobar Islands,5031,3,4966,62
797,17-03-2021,Andaman and Nicobar Islands,5032,3,4967,62
798,18-03-2021,Andaman and Nicobar Islands,5035,6,4967,62
799,19-03-2021,Andaman and Nicobar Islands,5036,5,4969,62
800,20-03-2021,Andaman and Nicobar Islands,5038,7,4969,62
801,21-03-2021,Andaman and Nicobar Islands,5038,7,4969,62
802,22-03-2021,Andaman and Nicobar Islands,5039,8,4969,62
803,23-03-2021,Andaman and Nicobar Islands,5039,8,4969,62
804,24-03-2021,Andaman and Nicobar Islands,5039,5,4972,62
805,25-03-2021,Andaman and Nicobar Islands,5041,6,4973,62
806,27-03-2021,Andaman and Nicobar Islands,5043,7,4974,62
807,28-03-2021,Andaman and Nicobar Islands,5044,7,4975,62
808,29-03-2021,Andaman and Nicobar Islands,5046,8,4976,62
809,30-03-2021,Andaman and Nicobar Islands,5052,14,4976,62
810,31-03-2021,Andaman and Nicobar Islands,5081,43,4976,62
811,01-04-2021,Andaman and Nicobar Islands,5083,45,4976,62
812,02-04-2021,Andaman and Nicobar Islands,5084,42,4980,62
813,03-04-2021,Andaman and Nicobar Islands,5084,41,4981,62
814,04-04-2021,Andaman and Nicobar Islands,5098,49,4987,62
815,05-04-2021,Andaman and Nicobar Islands,5109,57,4990,62
816,06-04-2021,Andaman and Nicobar Islands,5116,53,5001,62
817,07-04-2021,Andaman and Nicobar Islands,5123,51,5010,62
818,08-04-2021,Andaman and Nicobar Islands,5131,49,5020,62
819,09-04-2021,Andaman and Nicobar Islands,5149,60,5027,62
820,10-04-2021,Andaman and Nicobar Islands,5161,71,5028,62
821,11-04-2021,Andaman and Nicobar Islands,5175,75,5038,62
822,12-04-2021,Andaman and Nicobar Islands,5190,88,5040,62
823,13-04-2021,Andaman and Nicobar Islands,5201,89,5050,62
824,14-04-2021,Andaman and Nicobar Islands,5209,93,5054,62
825,15-04-2021,Andaman and Nicobar Islands,5247,106,5078,63
826,16-04-2021,Andaman and Nicobar Islands,5262,117,5082,63
827,17-04-2021,Andaman and Nicobar Islands,5289,116,5110,63
828,18-04-2021,Andaman and Nicobar Islands,5331,121,5146,64
829,19-04-2021,Andaman and Nicobar Islands,5390,126,5200,64
830,20-04-2021,Andaman and Nicobar Islands,5421,145,5212,64
831,21-04-2021,Andaman and Nicobar Islands,5466,159,5243,64
832,22-04-2021,Andaman and Nicobar Islands,5490,150,5276,64
833,23-04-2021,Andaman and Nicobar Islands,5527,153,5309,65
834,24-04-2021,Andaman and Nicobar Islands,5569,146,5358,65
835,25-04-2021,Andaman and Nicobar Islands,5614,138,5410,66
836,26-04-2021,Andaman and Nicobar Islands,5665,132,5467,66
837,27-04-2021,Andaman and Nicobar Islands,5716,130,5520,66
838,28-04-2021,Andaman and Nicobar Islands,5764,136,5562,66
839,29-04-2021,Andaman and Nicobar Islands,5816,143,5606,67
840,30-04-2021,Andaman and Nicobar Islands,5875,165,5643,67
841,01-05-2021,Andaman and Nicobar Islands,5949,181,5701,67
842,02-05-2021,Andaman and Nicobar Islands,6046,205,5773,68
843,03-05-2021,Andaman and Nicobar Islands,6084,217,5798,69
844,04-05-2021,Andaman and Nicobar Islands,6150,230,5850,70
845,05-05-2021,Andaman and Nicobar Islands,6181,232,5879,70
846,06-05-2021,Andaman and Nicobar Islands,6223,224,5928,71
847,07-05-2021,Andaman and Nicobar Islands,6255,225,5958,72
