Date,Active_Cases
31-07-2020,10074
01-08-2020,10517
02-08-2020,10886
03-08-2020,11366
04-08-2020,11511
05-08-2020,11570
06-08-2020,11524
07-08-2020,12019
08-08-2020,12451
09-08-2020,12152
10-08-2020,12391
11-08-2020,12784
12-08-2020,12770
13-08-2020,13096
14-08-2020,13891
15-08-2020,14146
16-08-2020,14944
17-08-2020,15365
18-08-2020,15946
19-08-2020,16333
20-08-2020,17442
21-08-2020,18184
22-08-2020,18736
23-08-2020,19601
24-08-2020,20394
25-08-2020,20387
26-08-2020,21296
27-08-2020,22408
28-08-2020,22737
29-08-2020,23176
30-08-2020,23342
31-08-2020,23719
01-09-2020,23553
02-09-2020,22578
03-09-2020,21989
04-09-2020,21582
05-09-2020,21334
06-09-2020,21867
07-09-2020,22743
08-09-2020,22133
09-09-2020,23280
10-09-2020,24616
11-09-2020,26292
12-09-2020,27944
13-09-2020,28870
14-09-2020,30140
15-09-2020,30555
16-09-2020,31226
17-09-2020,32775
18-09-2020,34380
19-09-2020,35795
20-09-2020,37535
21-09-2020,39484
22-09-2020,39354
23-09-2020,40453
24-09-2020,42858
25-09-2020,45993
26-09-2020,48967
27-09-2020,52753
28-09-2020,56786
29-09-2020,57957
30-09-2020,61869
01-10-2020,67140
02-10-2020,72418
03-10-2020,77564
04-10-2020,80900
05-10-2020,84579
06-10-2020,84958
07-10-2020,87823
08-10-2020,92246
09-10-2020,90664
10-10-2020,91841
11-10-2020,96003
12-10-2020,96401
13-10-2020,94473
14-10-2020,95493
15-10-2020,93925
16-10-2020,94609
17-10-2020,95101
18-10-2020,96100
19-10-2020,95299
20-10-2020,92831
21-10-2020,92023
22-10-2020,93527
23-10-2020,93393
24-10-2020,95760
25-10-2020,97520
26-10-2020,96688
27-10-2020,93848
28-10-2020,92266
29-10-2020,93369
30-10-2020,91889
31-10-2020,90671
01-11-2020,91297
02-11-2020,89783
03-11-2020,86792
04-11-2020,84826
05-11-2020,85108
06-11-2020,84203
07-11-2020,83324
08-11-2020,83377
09-11-2020,81940
10-11-2020,79528
11-11-2020,78812
12-11-2020,78538
13-11-2020,77931
14-11-2020,77508
15-11-2020,77046
16-11-2020,74922
17-11-2020,71046
18-11-2020,70191
19-11-2020,69516
20-11-2020,68352
21-11-2020,67954
22-11-2020,66982
23-11-2020,65982
24-11-2020,64292
25-11-2020,64539
26-11-2020,65234
27-11-2020,64615
28-11-2020,64014
29-11-2020,64964
30-11-2020,64719
01-12-2020,62025
02-12-2020,61223
03-12-2020,61587
04-12-2020,61342
05-12-2020,61535
06-12-2020,61531
07-12-2020,61063
08-12-2020,59607
09-12-2020,59873
10-12-2020,60066
11-12-2020,59663
12-12-2020,59528
13-12-2020,60177
14-12-2020,59588
15-12-2020,57790
17-12-2020,58339
18-12-2020,58311
19-12-2020,59043
20-12-2020,60558
21-12-2020,61768
22-12-2020,60670
23-12-2020,61635
24-12-2020,62974
25-12-2020,63328
26-12-2020,64203
27-12-2020,63927
28-12-2020,65344
29-12-2020,64205
30-12-2020,65039
31-12-2020,65572
03-01-2021,65560
04-01-2021,65467
05-01-2021,63324
06-01-2021,63993
07-01-2021,65252
08-01-2021,64639
09-01-2021,64434
10-01-2021,64516
11-01-2021,64379
12-01-2021,63547
13-01-2021,64759
14-01-2021,65579
15-01-2021,66713
16-01-2021,67711
17-01-2021,68633
18-01-2021,69209
19-01-2021,68617
20-01-2021,70481
21-01-2021,69914
22-01-2021,69998
23-01-2021,70624
24-01-2021,72278
25-01-2021,73121
27-01-2021,71843
28-01-2021,72476
29-01-2021,72634
30-01-2021,72482
31-01-2021,71714
01-02-2021,71229
02-02-2021,69456
03-02-2021,69409
04-02-2021,69365
05-02-2021,69109
06-02-2021,68047
07-02-2021,67795
08-02-2021,67903
09-02-2021,65670
10-02-2021,64390
11-02-2021,64607
12-02-2021,64180
13-02-2021,64227
14-02-2021,63847
15-02-2021,63752
16-02-2021,61550
17-02-2021,61030
18-02-2021,61074
19-02-2021,60451
20-02-2021,60087
21-02-2021,58883
22-02-2021,58593
23-02-2021,55752
24-02-2021,54949
25-02-2021,53153
26-02-2021,52164
27-02-2021,51679
01-03-2021,49709
02-03-2021,48159
03-03-2021,47569
04-03-2021,46288
06-03-2021,43856
07-03-2021,43114
08-03-2021,41162
09-03-2021,39532
10-03-2021,37446
11-03-2021,35715
13-03-2021,32471
14-03-2021,31238
15-03-2021,29777
16-03-2021,27357
17-03-2021,26428
18-03-2021,25698
19-03-2021,25463
20-03-2021,25465
21-03-2021,25317
22-03-2021,24928
23-03-2021,24389
24-03-2021,24192
25-03-2021,24578
27-03-2021,24584
28-03-2021,24541
29-03-2021,24892
30-03-2021,24533
31-03-2021,24960
01-04-2021,25559
02-04-2021,26511
03-04-2021,26718
04-04-2021,27587
05-04-2021,28206
06-04-2021,28685
07-04-2021,30275
08-04-2021,31806
09-04-2021,33936
10-04-2021,36502
11-04-2021,40095
12-04-2021,44707
13-04-2021,47914
14-04-2021,52450
15-04-2021,58564
16-04-2021,63970
17-04-2021,70188
18-04-2021,80342
19-04-2021,94009
20-04-2021,103327
21-04-2021,118996
22-04-2021,135957
23-04-2021,156554
24-04-2021,179311
25-04-2021,198904
26-04-2021,219221
27-04-2021,233140
28-04-2021,247514
29-04-2021,266981
30-04-2021,284424
01-05-2021,304074
02-05-2021,324169
03-05-2021,339783
04-05-2021,346230
05-05-2021,357215
06-05-2021,376004
07-05-2021,391253
08-05-2021,402997
09-05-2021,417448
10-05-2021,423863
11-05-2021,420076
12-05-2021,424309
13-05-2021,433143
14-05-2021,433143
15-05-2021,439268
16-05-2021,445692
17-05-2021,441011
18-05-2021,362675
19-05-2021,347989
20-05-2021,332226
21-05-2021,318220
22-05-2021,306719
23-05-2021,289657
24-05-2021,277973
25-05-2021,259559
26-05-2021,255788
27-05-2021,248910
28-05-2021,242356
30-05-2021,233425
31-05-2021,224120
01-06-2021,207379
02-06-2021,202828
03-06-2021,192568
04-06-2021,184699
05-06-2021,174933
06-06-2021,168049
07-06-2021,161065
08-06-2021,148246
09-06-2021,143670
10-06-2021,139481
11-06-2021,135717
12-03-2020,3
13-03-2020,3
14-03-2020,3
15-03-2020,3
16-03-2020,4
17-03-2020,6
18-03-2020,8
19-03-2020,8
20-03-2020,10
21-03-2020,13
22-03-2020,13
23-03-2020,13
24-03-2020,13
25-03-2020,13
26-03-2020,13
27-03-2020,10
28-03-2020,10
29-03-2020,10
30-03-2020,10
31-03-2020,10
01-04-2020,10
02-04-2020,10
03-04-2020,11
04-04-2020,11
05-04-2020,4
06-04-2020,4
07-04-2020,4
08-04-2020,4
09-04-2020,4
10-04-2020,5
11-04-2020,5
12-04-2020,5
13-04-2020,5
14-04-2020,5
15-04-2020,7
16-04-2020,7
17-04-2020,4
18-04-2020,4
19-04-2020,4
20-04-2020,4
21-04-2020,4
22-04-2020,4
23-04-2020,4
24-04-2020,4
25-04-2020,6
26-04-2020,6
27-04-2020,6
28-04-2020,6
29-04-2020,6
30-04-2020,6
01-05-2020,6
02-05-2020,5
03-05-2020,5
04-05-2020,24
05-05-2020,24
06-05-2020,24
07-05-2020,24
08-05-2020,25
09-05-2020,25
10-05-2020,25
11-05-2020,21
12-05-2020,21
13-05-2020,21
14-05-2020,21
15-05-2020,21
16-05-2020,21
17-05-2020,21
18-05-2020,19
19-05-2020,2
20-05-2020,0
21-05-2020,1
22-05-2020,1
23-05-2020,1
24-05-2020,6
25-05-2020,9
26-05-2020,9
27-05-2020,10
28-05-2020,10
29-05-2020,30
30-05-2020,31
31-05-2020,31
01-06-2020,31
02-06-2020,34
03-06-2020,33
04-06-2020,41
05-06-2020,41
06-06-2020,48
07-06-2020,50
08-06-2020,52
09-06-2020,50
10-06-2020,55
11-06-2020,62
12-06-2020,80
13-06-2020,176
14-06-2020,368
15-06-2020,468
16-06-2020,472
17-06-2020,563
18-06-2020,594
19-06-2020,591
20-06-2020,648
21-06-2020,718
22-06-2020,702
23-06-2020,710
24-06-2020,783
25-06-2020,666
26-06-2020,582
27-06-2020,587
28-06-2020,405
29-06-2020,376
30-06-2020,347
01-07-2020,324
02-07-2020,295
03-07-2020,259
04-07-2020,223
05-07-2020,178
06-07-2020,178
07-07-2020,168
08-07-2020,204
09-07-2020,204
10-07-2020,139
11-07-2020,146
12-07-2020,148
13-07-2020,157
14-07-2020,146
15-07-2020,146
16-07-2020,177
17-07-2020,176
18-07-2020,177
19-07-2020,173
20-07-2020,173
21-07-2020,186
22-07-2020,186
23-07-2020,186
24-07-2020,183
25-07-2020,209
26-07-2020,216
27-07-2020,218
28-07-2020,236
29-07-2020,254
30-07-2020,261
31-07-2020,277
01-08-2020,302
02-08-2020,347
03-08-2020,351
04-08-2020,369
05-08-2020,400
06-08-2020,421
07-08-2020,411
08-08-2020,411
09-08-2020,416
10-08-2020,457
11-08-2020,471
12-08-2020,506
13-08-2020,528
14-08-2020,558
15-08-2020,567
16-08-2020,592
17-08-2020,578
18-08-2020,584
19-08-2020,598
20-08-2020,633
21-08-2020,623
22-08-2020,665
23-08-2020,720
24-08-2020,765
25-08-2020,790
26-08-2020,847
27-08-2020,846
28-08-2020,825
29-08-2020,798
30-08-2020,826
31-08-2020,847
01-09-2020,773
02-09-2020,720
03-09-2020,743
04-09-2020,766
05-09-2020,815
06-09-2020,834
07-09-2020,850
08-09-2020,818
09-09-2020,856
10-09-2020,778
11-09-2020,775
12-09-2020,803
13-09-2020,841
14-09-2020,869
15-09-2020,903
16-09-2020,938
17-09-2020,953
18-09-2020,972
19-09-2020,987
20-09-2020,993
21-09-2020,1013
22-09-2020,1047
23-09-2020,1028
24-09-2020,1038
25-09-2020,1022
26-09-2020,998
27-09-2020,1018
28-09-2020,1013
29-09-2020,1030
30-09-2020,1030
01-10-2020,1064
02-10-2020,1067
03-10-2020,1094
04-10-2020,1101
05-10-2020,1106
06-10-2020,1166
07-10-2020,1195
08-10-2020,1228
09-10-2020,1299
10-10-2020,1038
11-10-2020,1022
12-10-2020,980
13-10-2020,961
14-10-2020,969
15-10-2020,979
16-10-2020,1018
17-10-2020,915
18-10-2020,933
19-10-2020,917
20-10-2020,880
21-10-2020,841
22-10-2020,848
23-10-2020,842
24-10-2020,788
25-10-2020,790
26-10-2020,736
27-10-2020,691
28-10-2020,689
29-10-2020,642
30-10-2020,627
31-10-2020,627
01-11-2020,656
02-11-2020,583
03-11-2020,610
04-11-2020,664
05-11-2020,702
06-11-2020,752
07-11-2020,784
08-11-2020,816
09-11-2020,765
10-11-2020,846
11-11-2020,920
12-11-2020,930
13-11-2020,971
14-11-2020,989
15-11-2020,978
16-11-2020,922
17-11-2020,944
18-11-2020,930
19-11-2020,924
20-11-2020,1000
21-11-2020,948
22-11-2020,912
23-11-2020,928
24-11-2020,859
25-11-2020,854
26-11-2020,886
27-11-2020,961
28-11-2020,904
29-11-2020,885
30-11-2020,878
01-12-2020,809
02-12-2020,793
03-12-2020,862
04-12-2020,859
05-12-2020,860
06-12-2020,884
07-12-2020,856
08-12-2020,761
09-12-2020,791
10-12-2020,819
11-12-2020,774
12-12-2020,797
13-12-2020,763
14-12-2020,649
15-12-2020,614
17-12-2020,536
18-12-2020,497
19-12-2020,473
20-12-2020,423
21-12-2020,354
22-12-2020,309
23-12-2020,270
24-12-2020,237
25-12-2020,246
26-12-2020,209
27-12-2020,217
28-12-2020,208
29-12-2020,197
30-12-2020,209
31-12-2020,188
03-01-2021,260
04-01-2021,256
05-01-2021,240
06-01-2021,235
07-01-2021,219
08-01-2021,215
09-01-2021,203
10-01-2021,203
11-01-2021,197
12-01-2021,183
13-01-2021,180
14-01-2021,136
15-01-2021,114
16-01-2021,104
17-01-2021,93
18-01-2021,91
19-01-2021,81
20-01-2021,79
21-01-2021,76
22-01-2021,73
23-01-2021,68
24-01-2021,62
25-01-2021,65
27-01-2021,51
28-01-2021,48
29-01-2021,63
30-01-2021,68
31-01-2021,70
01-02-2021,67
02-02-2021,68
03-02-2021,66
04-02-2021,70
05-02-2021,72
06-02-2021,72
07-02-2021,72
08-02-2021,72
09-02-2021,71
10-02-2021,59
11-02-2021,60
12-02-2021,52
13-02-2021,50
14-02-2021,49
15-02-2021,45
16-02-2021,48
17-02-2021,48
18-02-2021,48
19-02-2021,48
20-02-2021,41
21-02-2021,40
22-02-2021,39
23-02-2021,37
24-02-2021,45
25-02-2021,53
26-02-2021,56
27-02-2021,54
01-03-2021,53
02-03-2021,46
03-03-2021,44
04-03-2021,42
06-03-2021,42
07-03-2021,44
08-03-2021,44
09-03-2021,44
10-03-2021,43
11-03-2021,39
13-03-2021,30
14-03-2021,31
15-03-2021,31
16-03-2021,34
17-03-2021,43
18-03-2021,44
19-03-2021,51
20-03-2021,53
21-03-2021,73
22-03-2021,74
23-03-2021,83
24-03-2021,90
25-03-2021,101
27-03-2021,111
28-03-2021,117
29-03-2021,108
30-03-2021,135
31-03-2021,222
01-04-2021,256
02-04-2021,267
03-04-2021,278
04-04-2021,306
05-04-2021,323
06-04-2021,363
07-04-2021,399
08-04-2021,446
09-04-2021,505
10-04-2021,557
11-04-2021,611
12-04-2021,612
13-04-2021,721
14-04-2021,851
15-04-2021,1051
16-04-2021,1165
17-04-2021,1363
18-04-2021,1671
19-04-2021,1647
20-04-2021,1699
21-04-2021,1812
22-04-2021,1975
23-04-2021,2041
24-04-2021,2034
25-04-2021,1972
26-04-2021,2027
27-04-2021,1857
28-04-2021,1703
29-04-2021,1682
30-04-2021,1597
01-05-2021,1450
02-05-2021,1400
03-05-2021,1346
04-05-2021,1283
05-05-2021,1374
06-05-2021,1494
07-05-2021,1432
08-05-2021,1400
09-05-2021,1412
10-05-2021,1443
11-05-2021,1447
12-05-2021,1452
13-05-2021,1547
14-05-2021,1547
15-05-2021,1547
16-05-2021,1549
17-05-2021,1546
18-05-2021,1542
19-05-2021,1583
20-05-2021,1589
21-05-2021,1589
22-05-2021,1599
23-05-2021,1516
24-05-2021,1522
25-05-2021,1463
26-05-2021,1561
27-05-2021,1664
28-05-2021,1656
30-05-2021,1603
31-05-2021,1555
01-06-2021,1614
02-06-2021,1581
03-06-2021,1531
04-06-2021,1505
05-06-2021,1354
06-06-2021,1170
07-06-2021,1089
08-06-2021,1011
09-06-2021,941
10-06-2021,925
11-06-2021,853
30-07-2020,0
31-07-2020,0
01-08-2020,0
02-08-2020,0
03-08-2020,0
04-08-2020,0
05-08-2020,0
06-08-2020,0
07-08-2020,0
08-08-2020,0
09-08-2020,0
10-08-2020,0
11-08-2020,0
12-08-2020,0
13-08-2020,0
14-08-2020,0
15-08-2020,0
16-08-2020,0
17-08-2020,0
18-08-2020,0
19-08-2020,0
20-08-2020,0
21-08-2020,0
22-08-2020,0
23-08-2020,0
24-08-2020,0
25-08-2020,0
26-08-2020,0
27-08-2020,0
28-08-2020,0
29-08-2020,0
30-08-2020,0
31-08-2020,0
01-09-2020,0
02-09-2020,0
03-09-2020,0
04-09-2020,0
05-09-2020,0
06-09-2020,0
07-09-2020,0
08-09-2020,0
09-09-2020,0
10-09-2020,0
11-09-2020,0
12-09-2020,0
13-09-2020,0
14-09-2020,0
15-09-2020,0
16-09-2020,0
17-09-2020,0
18-09-2020,0
19-09-2020,0
20-09-2020,0
21-09-2020,0
22-09-2020,0
23-09-2020,0
24-09-2020,0
25-09-2020,0
26-09-2020,0
27-09-2020,0
28-09-2020,0
29-09-2020,0
30-09-2020,0
01-10-2020,0
02-10-2020,0
03-10-2020,0
04-10-2020,0
05-10-2020,0
06-10-2020,0
07-10-2020,0
08-10-2020,0
09-10-2020,0
10-10-2020,0
11-10-2020,0
12-10-2020,0
13-10-2020,0
14-10-2020,0
15-10-2020,0
16-10-2020,0
17-10-2020,0
18-10-2020,0
19-10-2020,0
20-10-2020,0
21-10-2020,0
22-10-2020,0
23-10-2020,0
24-10-2020,0
25-10-2020,0
26-10-2020,0
27-10-2020,0
28-10-2020,0
29-10-2020,0
30-10-2020,0
31-10-2020,0
01-11-2020,0
02-11-2020,0
03-11-2020,0
04-11-2020,0
05-11-2020,0
06-11-2020,0
07-11-2020,0
08-11-2020,0
09-11-2020,0
10-11-2020,0
11-11-2020,0
12-11-2020,0
13-11-2020,0
14-11-2020,0
15-11-2020,0
16-11-2020,0
17-11-2020,0
18-11-2020,0
19-11-2020,0
20-11-2020,0
21-11-2020,0
22-11-2020,0
23-11-2020,0
24-11-2020,0
25-11-2020,0
26-11-2020,0
27-11-2020,0
28-11-2020,0
29-11-2020,0
30-11-2020,0
01-12-2020,0
02-12-2020,0
03-12-2020,0
04-12-2020,0
05-12-2020,0
06-12-2020,0
07-12-2020,0
08-12-2020,0
09-12-2020,0
10-12-2020,0
11-12-2020,0
12-12-2020,0
13-12-2020,0
14-12-2020,0
15-12-2020,0
17-12-2020,0
18-12-2020,0
19-12-2020,0
20-12-2020,0
21-12-2020,0
22-12-2020,0
23-12-2020,0
24-12-2020,0
25-12-2020,0
26-12-2020,0
27-12-2020,0
28-12-2020,0
29-12-2020,0
30-12-2020,0
31-12-2020,0
03-01-2021,0
04-01-2021,0
05-01-2021,0
06-01-2021,0
07-01-2021,0
08-01-2021,0
09-01-2021,0
10-01-2021,0
11-01-2021,0
12-01-2021,0
13-01-2021,0
14-01-2021,0
15-01-2021,0
16-01-2021,0
17-01-2021,0
18-01-2021,0
19-01-2021,14
20-01-2021,21
21-01-2021,30
22-01-2021,48
23-01-2021,50
24-01-2021,57
25-01-2021,59
27-01-2021,69
28-01-2021,69
29-01-2021,69
30-01-2021,56
31-01-2021,49
01-02-2021,38
02-02-2021,43
03-02-2021,63
04-02-2021,61
05-02-2021,65
06-02-2021,76
07-02-2021,86
08-02-2021,88
09-02-2021,78
10-02-2021,73
11-02-2021,63
12-02-2021,68
13-02-2021,69
14-02-2021,90
15-02-2021,97
16-02-2021,91
17-02-2021,93
18-02-2021,97
19-02-2021,96
20-02-2021,91
21-02-2021,85
22-02-2021,76
23-02-2021,80
24-02-2021,80
25-02-2021,86
26-02-2021,86
27-02-2021,80
01-03-2021,120
02-03-2021,128
03-03-2021,137
04-03-2021,128
06-03-2021,156
07-03-2021,159
08-03-2021,158
09-03-2021,164
10-03-2021,167
11-03-2021,168
13-03-2021,206
14-03-2021,208
15-03-2021,203
16-03-2021,189
17-03-2021,167
18-03-2021,179
19-03-2021,173
20-03-2021,157
21-03-2021,136
22-03-2021,129
23-03-2021,109
24-03-2021,104
25-03-2021,104
27-03-2021,99
28-03-2021,88
29-03-2021,57
30-03-2021,45
31-03-2021,39
01-04-2021,42
02-04-2021,37
03-04-2021,42
04-04-2021,38
05-04-2021,36
06-04-2021,31
07-04-2021,38
08-04-2021,53
09-04-2021,58
10-04-2021,55
11-04-2021,60
12-04-2021,62
13-04-2021,75
14-04-2021,86
15-04-2021,98
16-04-2021,146
17-04-2021,179
18-04-2021,280
19-04-2021,390
20-04-2021,490
21-04-2021,517
22-04-2021,692
23-04-2021,803
24-04-2021,920
25-04-2021,1044
26-04-2021,1178
27-04-2021,1179
28-04-2021,1202
29-04-2021,1167
30-04-2021,1276
01-05-2021,1324
02-05-2021,1438
03-05-2021,1247
04-05-2021,1206
05-05-2021,1165
06-05-2021,1129
07-05-2021,1146
08-05-2021,1127
09-05-2021,1039
10-05-2021,1016
11-05-2021,992
12-05-2021,992
13-05-2021,1020
14-05-2021,1020
15-05-2021,1092
16-05-2021,1150
17-05-2021,1120
18-05-2021,1208
19-05-2021,1282
20-05-2021,1474
21-05-2021,1664
22-05-2021,1828
23-05-2021,2002
24-05-2021,2050
25-05-2021,2162
26-05-2021,2320
27-05-2021,2247
28-05-2021,2200
30-05-2021,1978
31-05-2021,2006
01-06-2021,1802
02-06-2021,1567
03-06-2021,1467
04-06-2021,1355
05-06-2021,1208
06-06-2021,1160
07-06-2021,1005
08-06-2021,845
09-06-2021,890
10-06-2021,787
11-06-2021,721
21-03-2020,4
22-03-2020,4
23-03-2020,6
24-03-2020,7
25-03-2020,7
26-03-2020,14
27-03-2020,19
28-03-2020,28
29-03-2020,28
30-03-2020,31
31-03-2020,44
01-04-2020,44
02-04-2020,93
03-04-2020,93
04-04-2020,98
05-04-2020,98
06-04-2020,156
07-04-2020,156
08-04-2020,216
09-04-2020,216
10-04-2020,243
11-04-2020,402
12-04-2020,496
13-04-2020,528
14-04-2020,517
15-04-2020,629
16-04-2020,870
17-04-2020,1003
18-04-2020,1172
19-04-2020,1210
20-04-2020,1210
21-04-2020,1284
22-04-2020,1328
23-04-2020,1364
24-04-2020,1413
25-04-2020,1550
26-04-2020,1787
27-04-2020,1691
28-04-2020,1756
29-04-2020,1890
30-04-2020,1971
01-05-2020,2041
02-05-2020,2050
03-05-2020,2071
04-05-2020,1892
05-05-2020,1979
06-05-2020,1873
07-05-2020,1854
08-05-2020,1828
09-05-2020,1792
10-05-2020,1723
11-05-2020,1723
12-05-2020,1817
13-05-2020,1901
14-05-2020,1937
15-05-2020,2018
16-05-2020,2073
17-05-2020,2231
18-05-2020,2326
19-05-2020,2549
20-05-2020,2577
21-05-2020,2735
22-05-2020,2868
23-05-2020,2809
24-05-2020,2823
25-05-2020,2967
26-05-2020,2988
27-05-2020,3030
28-05-2020,3021
29-05-2020,3082
30-05-2020,3042
31-05-2020,3104
01-06-2020,2897
02-06-2020,2922
03-06-2020,2835
04-06-2020,2772
05-06-2020,2748
06-06-2020,2734
07-06-2020,2721
08-06-2020,2658
09-06-2020,2688
10-06-2020,2700
11-06-2020,2730
12-06-2020,2768
13-06-2020,2802
14-06-2020,2817
15-06-2020,2666
16-06-2020,2567
17-06-2020,2455
18-06-2020,2374
19-06-2020,2308
20-06-2020,2339
21-06-2020,2343
22-06-2020,2373
23-06-2020,2342
24-06-2020,2401
25-06-2020,2441
26-06-2020,2435
27-06-2020,2448
28-06-2020,2444
29-06-2020,2545
30-06-2020,2607
01-07-2020,2626
02-07-2020,2625
03-07-2020,2702
04-07-2020,2655
05-07-2020,2772
06-07-2020,2911
07-07-2020,3088
08-07-2020,3237
09-07-2020,3420
10-07-2020,3475
11-07-2020,3538
12-07-2020,3878
13-07-2020,4103
14-07-2020,4336
15-07-2020,4757
16-07-2020,5053
17-07-2020,5562
18-07-2020,5870
19-07-2020,6193
20-07-2020,6568
21-07-2020,6888
22-07-2020,7082
23-07-2020,7236
24-07-2020,7335
25-07-2020,7553
26-07-2020,7639
27-07-2020,7857
28-07-2020,7978
29-07-2020,8044
30-07-2020,8357
31-07-2020,8454
01-08-2020,8668
02-08-2020,8769
03-08-2020,9099
04-08-2020,9286
05-08-2020,8756
06-08-2020,8741
07-08-2020,8716
08-08-2020,8715
09-08-2020,8827
10-08-2020,9009
11-08-2020,9202
12-08-2020,9105
13-08-2020,9317
14-08-2020,9718
15-08-2020,9928
16-08-2020,9986
17-08-2020,10312
18-08-2020,10232
19-08-2020,10521
20-08-2020,10717
21-08-2020,10782
22-08-2020,10928
23-08-2020,11261
24-08-2020,11510
25-08-2020,11944
26-08-2020,12225
27-08-2020,12336
28-08-2020,12422
29-08-2020,12714
30-08-2020,13117
31-08-2020,13592
01-09-2020,13914
02-09-2020,14072
03-09-2020,14337
04-09-2020,14888
05-09-2020,15474
06-09-2020,15688
07-09-2020,16115
08-09-2020,16961
09-09-2020,17205
10-09-2020,17702
11-09-2020,18433
12-09-2020,18992
13-09-2020,19840
14-09-2020,20487
15-09-2020,21228
16-09-2020,21620
17-09-2020,22136
18-09-2020,21631
19-09-2020,21605
20-09-2020,21964
21-09-2020,22300
22-09-2020,22542
23-09-2020,22646
24-09-2020,22812
25-09-2020,22744
26-09-2020,22198
27-09-2020,22228
28-09-2020,22431
29-09-2020,21912
30-09-2020,21317
01-10-2020,20997
02-10-2020,20473
03-10-2020,20124
04-10-2020,19807
05-10-2020,19372
06-10-2020,18757
07-10-2020,18141
08-10-2020,17522
09-10-2020,16788
10-10-2020,16168
11-10-2020,15612
12-10-2020,15177
13-10-2020,14932
14-10-2020,14661
15-10-2020,14432
16-10-2020,14157
17-10-2020,13928
18-10-2020,13698
19-10-2020,13281
20-10-2020,12996
21-10-2020,12507
22-10-2020,12386
23-10-2020,12146
24-10-2020,11761
25-10-2020,11477
26-10-2020,11237
27-10-2020,10857
28-10-2020,10353
29-10-2020,10094
30-10-2020,9689
31-10-2020,9294
01-11-2020,8929
02-11-2020,8538
03-11-2020,8298
04-11-2020,8044
05-11-2020,7854
06-11-2020,7766
07-11-2020,7676
08-11-2020,7736
09-11-2020,7928
10-11-2020,8050
11-11-2020,8149
12-11-2020,8328
13-11-2020,8672
14-11-2020,8876
15-11-2020,9005
16-11-2020,9146
17-11-2020,8996
18-11-2020,9060
19-11-2020,9338
20-11-2020,9800
21-11-2020,10402
22-11-2020,11192
23-11-2020,11765
24-11-2020,12336
25-11-2020,12979
26-11-2020,13742
27-11-2020,14199
28-11-2020,14677
29-11-2020,14981
30-11-2020,14974
01-12-2020,14771
02-12-2020,14435
03-12-2020,14019
04-12-2020,13887
05-12-2020,13641
06-12-2020,13532
07-12-2020,13391
08-12-2020,13443
09-12-2020,13280
10-12-2020,13221
11-12-2020,13226
12-12-2020,13092
13-12-2020,12947
14-12-2020,12837
15-12-2020,12803
17-12-2020,12330
18-12-2020,12156
19-12-2020,11876
20-12-2020,11446
21-12-2020,11318
22-12-2020,11054
23-12-2020,10994
24-12-2020,10766
25-12-2020,10676
26-12-2020,10461
27-12-2020,10329
28-12-2020,10097
29-12-2020,9874
30-12-2020,9595
31-12-2020,9387
03-01-2021,9089
04-01-2021,8852
05-01-2021,8609
06-01-2021,8427
07-01-2021,8516
08-01-2021,8528
09-01-2021,8324
10-01-2021,8029
11-01-2021,7823
12-01-2021,7651
13-01-2021,7499
14-01-2021,7294
15-01-2021,7108
16-01-2021,6957
17-01-2021,6524
18-01-2021,6399
19-01-2021,6160
20-01-2021,5732
21-01-2021,5008
22-01-2021,4599
23-01-2021,4479
24-01-2021,4310
25-01-2021,4171
27-01-2021,3219
28-01-2021,3053
29-01-2021,2955
30-01-2021,2826
31-01-2021,2760
01-02-2021,2665
02-02-2021,2554
03-02-2021,2423
04-02-2021,2430
05-02-2021,2331
06-02-2021,2193
07-02-2021,2074
08-02-2021,2041
09-02-2021,2041
10-02-2021,1987
11-02-2021,1951
12-02-2021,1920
13-02-2021,1862
14-02-2021,1829
15-02-2021,1842
16-02-2021,1847
17-02-2021,1856
18-02-2021,1863
19-02-2021,1909
20-02-2021,1954
21-02-2021,1994
22-02-2021,2051
23-02-2021,2104
24-02-2021,2151
25-02-2021,2270
26-02-2021,2435
27-02-2021,2518
01-03-2021,2785
02-03-2021,2901
03-03-2021,2973
04-03-2021,3097
06-03-2021,3457
07-03-2021,3527
08-03-2021,3606
09-03-2021,3638
10-03-2021,3711
11-03-2021,3915
13-03-2021,4335
14-03-2021,4512
15-03-2021,4740
16-03-2021,5024
17-03-2021,5286
18-03-2021,5616
19-03-2021,6032
20-03-2021,6609
21-03-2021,7344
22-03-2021,8000
23-03-2021,8592
24-03-2021,9292
25-03-2021,10047
27-03-2021,12038
28-03-2021,12995
29-03-2021,14185
30-03-2021,15150
31-03-2021,16034
01-04-2021,17096
02-04-2021,18057
03-04-2021,19336
04-04-2021,20369
05-04-2021,21335
06-04-2021,22654
07-04-2021,24155
08-04-2021,26059
09-04-2021,28060
10-04-2021,30486
11-04-2021,32707
12-04-2021,35316
13-04-2021,38651
14-04-2021,43539
15-04-2021,49551
16-04-2021,55694
17-04-2021,59183
18-04-2021,63889
19-04-2021,68576
20-04-2021,74558
21-04-2021,78271
22-04-2021,82268
23-04-2021,84957
24-04-2021,87640
25-04-2021,89363
26-04-2021,91548
27-04-2021,92534
28-04-2021,94276
29-04-2021,92773
30-04-2021,92077
01-05-2021,90796
02-05-2021,88511
03-05-2021,87189
04-05-2021,85750
