Date,Confirmed_Cases
12-03-2020,3
13-03-2020,3
14-03-2020,3
15-03-2020,3
16-03-2020,4
17-03-2020,6
18-03-2020,8
19-03-2020,8
20-03-2020,10
21-03-2020,13
22-03-2020,13
23-03-2020,13
24-03-2020,13
25-03-2020,13
26-03-2020,13
27-03-2020,13
28-03-2020,13
29-03-2020,13
30-03-2020,13
31-03-2020,13
01-04-2020,13
02-04-2020,13
03-04-2020,14
04-04-2020,14
05-04-2020,14
06-04-2020,14
07-04-2020,14
08-04-2020,14
09-04-2020,14
10-04-2020,15
11-04-2020,15
12-04-2020,15
13-04-2020,15
14-04-2020,15
15-04-2020,17
16-04-2020,17
17-04-2020,18
18-04-2020,18
19-04-2020,18
20-04-2020,18
21-04-2020,18
22-04-2020,18
23-04-2020,18
24-04-2020,18
25-04-2020,20
26-04-2020,20
27-04-2020,20
28-04-2020,20
29-04-2020,22
30-04-2020,22
01-05-2020,22
02-05-2020,22
03-05-2020,22
04-05-2020,41
05-05-2020,41
06-05-2020,41
07-05-2020,41
08-05-2020,42
09-05-2020,42
10-05-2020,42
11-05-2020,42
12-05-2020,42
13-05-2020,42
14-05-2020,43
15-05-2020,43
16-05-2020,43
17-05-2020,43
18-05-2020,43
19-05-2020,43
20-05-2020,43
21-05-2020,44
22-05-2020,44
23-05-2020,44
24-05-2020,49
25-05-2020,52
26-05-2020,52
27-05-2020,53
28-05-2020,53
29-05-2020,73
30-05-2020,74
31-05-2020,74
01-06-2020,74
02-06-2020,77
03-06-2020,81
04-06-2020,90
05-06-2020,90
06-06-2020,97
07-06-2020,99
08-06-2020,103
09-06-2020,103
10-06-2020,108
11-06-2020,115
12-06-2020,135
13-06-2020,239
14-06-2020,437
15-06-2020,549
16-06-2020,555
17-06-2020,649
18-06-2020,687
19-06-2020,687
20-06-2020,744
21-06-2020,836
22-06-2020,837
23-06-2020,847
24-06-2020,932
25-06-2020,941
26-06-2020,941
27-06-2020,946
28-06-2020,960
29-06-2020,963
30-06-2020,964
01-07-2020,973
02-07-2020,990
03-07-2020,990
04-07-2020,1001
05-07-2020,1005
06-07-2020,1005
07-07-2020,1005
08-07-2020,1041
09-07-2020,1041
10-07-2020,1055
11-07-2020,1064
12-07-2020,1077
13-07-2020,1086
14-07-2020,1093
15-07-2020,1093
16-07-2020,1142
17-07-2020,1147
18-07-2020,1151
19-07-2020,1159
20-07-2020,1178
21-07-2020,1195
22-07-2020,1198
23-07-2020,1206
24-07-2020,1210
25-07-2020,1246
26-07-2020,1276
27-07-2020,1285
28-07-2020,1306
29-07-2020,1327
30-07-2020,1347
31-07-2020,1378
01-08-2020,1404
02-08-2020,1462
03-08-2020,1466
04-08-2020,1485
05-08-2020,1534
06-08-2020,1592
07-08-2020,1595
08-08-2020,1614
09-08-2020,1639
10-08-2020,1688
11-08-2020,1717
12-08-2020,1770
13-08-2020,1811
14-08-2020,1849
15-08-2020,1879
16-08-2020,1909
17-08-2020,1948
18-08-2020,1966
19-08-2020,2010
20-08-2020,2048
21-08-2020,2077
22-08-2020,2133
23-08-2020,2210
24-08-2020,2279
25-08-2020,2330
26-08-2020,2420
27-08-2020,2451
28-08-2020,2492
29-08-2020,2540
30-08-2020,2603
31-08-2020,2638
01-09-2020,2681
02-09-2020,2733
03-09-2020,2785
04-09-2020,2840
05-09-2020,2935
06-09-2020,2996
07-09-2020,3036
08-09-2020,3064
09-09-2020,3102
10-09-2020,3142
11-09-2020,3177
12-09-2020,3228
13-09-2020,3294
14-09-2020,3345
15-09-2020,3419
16-09-2020,3499
17-09-2020,3535
18-09-2020,3576
19-09-2020,3635
20-09-2020,3708
21-09-2020,3753
22-09-2020,3832
23-09-2020,3887
24-09-2020,3933
25-09-2020,3969
26-09-2020,4025
27-09-2020,4093
28-09-2020,4103
29-09-2020,4152
30-09-2020,4195
01-10-2020,4269
02-10-2020,4360
03-10-2020,4429
04-10-2020,4477
05-10-2020,4521
06-10-2020,4641
07-10-2020,4720
08-10-2020,4802
09-10-2020,4902
10-10-2020,4987
11-10-2020,5059
12-10-2020,5081
13-10-2020,5151
14-10-2020,5238
15-10-2020,5304
16-10-2020,5393
17-10-2020,5441
18-10-2020,5534
19-10-2020,5598
20-10-2020,5647
21-10-2020,5695
22-10-2020,5781
23-10-2020,5812
24-10-2020,5840
25-10-2020,5913
26-10-2020,5933
27-10-2020,5978
28-10-2020,6024
29-10-2020,6085
30-10-2020,6139
31-10-2020,6194
01-11-2020,6270
02-11-2020,6287
03-11-2020,6357
04-11-2020,6441
05-11-2020,6553
06-11-2020,6633
07-11-2020,6718
08-11-2020,6790
09-11-2020,6809
10-11-2020,6934
11-11-2020,7063
12-11-2020,7134
13-11-2020,7211
14-11-2020,7291
15-11-2020,7356
16-11-2020,7396
17-11-2020,7493
18-11-2020,7563
19-11-2020,7623
20-11-2020,7714
21-11-2020,7787
22-11-2020,7866
23-11-2020,7939
24-11-2020,7945
25-11-2020,8028
26-11-2020,8119
27-11-2020,8228
28-11-2020,8272
29-11-2020,8328
30-11-2020,8403
01-12-2020,8415
02-12-2020,8477
03-12-2020,8623
04-12-2020,8691
05-12-2020,8732
06-12-2020,8840
07-12-2020,8893
08-12-2020,8896
09-12-2020,8969
10-12-2020,9045
11-12-2020,9071
12-12-2020,9112
13-12-2020,9138
14-12-2020,9155
15-12-2020,9166
17-12-2020,9238
18-12-2020,9243
19-12-2020,9252
20-12-2020,9270
21-12-2020,9279
22-12-2020,9286
23-12-2020,9296
24-12-2020,9309
25-12-2020,9341
26-12-2020,9355
27-12-2020,9394
28-12-2020,9406
29-12-2020,9411
30-12-2020,9436
31-12-2020,9447
03-01-2021,9550
04-01-2021,9556
05-01-2021,9561
06-01-2021,9577
07-01-2021,9589
08-01-2021,9600
09-01-2021,9601
10-01-2021,9608
11-01-2021,9618
12-01-2021,9621
13-01-2021,9634
14-01-2021,9639
15-01-2021,9646
16-01-2021,9648
17-01-2021,9649
18-01-2021,9656
19-01-2021,9657
20-01-2021,9662
21-01-2021,9668
22-01-2021,9673
23-01-2021,9673
24-01-2021,9675
25-01-2021,9687
27-01-2021,9688
28-01-2021,9688
29-01-2021,9705
30-01-2021,9714
31-01-2021,9719
01-02-2021,9720
02-02-2021,9724
03-02-2021,9726
04-02-2021,9735
05-02-2021,9740
06-02-2021,9743
07-02-2021,9744
08-02-2021,9747
09-02-2021,9753
10-02-2021,9758
11-02-2021,9762
12-02-2021,9762
13-02-2021,9763
14-02-2021,9765
15-02-2021,9767
16-02-2021,9773
17-02-2021,9779
18-02-2021,9782
19-02-2021,9783
20-02-2021,9785
21-02-2021,9786
22-02-2021,9786
23-02-2021,9787
24-02-2021,9796
25-02-2021,9807
26-02-2021,9814
27-02-2021,9816
01-03-2021,9818
02-03-2021,9819
03-03-2021,9819
04-03-2021,9821
06-03-2021,9826
07-03-2021,9830
08-03-2021,9831
09-03-2021,9833
10-03-2021,9835
11-03-2021,9838
13-03-2021,9846
14-03-2021,9847
15-03-2021,9847
16-03-2021,9852
17-03-2021,9863
18-03-2021,9865
19-03-2021,9876
20-03-2021,9881
21-03-2021,9906
22-03-2021,9908
23-03-2021,9920
24-03-2021,9929
25-03-2021,9942
27-03-2021,9965
28-03-2021,9974
29-03-2021,9974
30-03-2021,10007
31-03-2021,10119
01-04-2021,10157
02-04-2021,10175
03-04-2021,10189
04-04-2021,10226
05-04-2021,10255
06-04-2021,10303
07-04-2021,10353
08-04-2021,10412
09-04-2021,10503
10-04-2021,10619
11-04-2021,10765
12-04-2021,10780
13-04-2021,10905
14-04-2021,11070
15-04-2021,11278
16-04-2021,11464
17-04-2021,11709
18-04-2021,12071
19-04-2021,12131
20-04-2021,12306
21-04-2021,12556
22-04-2021,12739
23-04-2021,12937
24-04-2021,13089
25-04-2021,13237
26-04-2021,13357
27-04-2021,13502
28-04-2021,13642
29-04-2021,13758
30-04-2021,13866
01-05-2021,13969
02-05-2021,14086
03-05-2021,14226
04-05-2021,14315
05-05-2021,14560
06-05-2021,14811
07-05-2021,14909
08-05-2021,15023
09-05-2021,15179
10-05-2021,15317
11-05-2021,15429
12-05-2021,15564
13-05-2021,15807
14-05-2021,15807
15-05-2021,15916
16-05-2021,16333
17-05-2021,16452
18-05-2021,16582
19-05-2021,16784
20-05-2021,16918
21-05-2021,17025
22-05-2021,17146
23-05-2021,17277
24-05-2021,17407
25-05-2021,17532
26-05-2021,17810
27-05-2021,18045
28-05-2021,18186
30-05-2021,18448
31-05-2021,18497
01-06-2021,18662
02-06-2021,18750
03-06-2021,18841
04-06-2021,18954
05-06-2021,19076
06-06-2021,19147
07-06-2021,19197
08-06-2021,19258
09-06-2021,19330
10-06-2021,19385
11-06-2021,19475
30-07-2020,0
31-07-2020,0
01-08-2020,0
02-08-2020,0
03-08-2020,0
04-08-2020,0
05-08-2020,0
06-08-2020,0
07-08-2020,0
08-08-2020,0
09-08-2020,0
10-08-2020,0
11-08-2020,0
12-08-2020,0
13-08-2020,0
14-08-2020,0
15-08-2020,0
16-08-2020,0
17-08-2020,0
18-08-2020,0
19-08-2020,0
20-08-2020,0
21-08-2020,0
22-08-2020,0
23-08-2020,0
24-08-2020,0
25-08-2020,0
26-08-2020,0
27-08-2020,0
28-08-2020,0
29-08-2020,0
30-08-2020,0
31-08-2020,0
01-09-2020,0
02-09-2020,0
03-09-2020,0
04-09-2020,0
05-09-2020,0
06-09-2020,0
07-09-2020,0
08-09-2020,0
09-09-2020,0
10-09-2020,0
11-09-2020,0
12-09-2020,0
13-09-2020,0
14-09-2020,0
15-09-2020,0
16-09-2020,0
17-09-2020,0
18-09-2020,0
19-09-2020,0
20-09-2020,0
21-09-2020,0
22-09-2020,0
23-09-2020,0
24-09-2020,0
25-09-2020,0
26-09-2020,0
27-09-2020,0
28-09-2020,0
29-09-2020,0
30-09-2020,0
01-10-2020,0
02-10-2020,0
03-10-2020,0
04-10-2020,0
05-10-2020,0
06-10-2020,0
07-10-2020,0
08-10-2020,0
09-10-2020,0
10-10-2020,0
11-10-2020,0
12-10-2020,0
13-10-2020,0
14-10-2020,0
15-10-2020,0
16-10-2020,0
17-10-2020,0
18-10-2020,0
19-10-2020,0
20-10-2020,0
21-10-2020,0
22-10-2020,0
23-10-2020,0
24-10-2020,0
25-10-2020,0
26-10-2020,0
27-10-2020,0
28-10-2020,0
29-10-2020,0
30-10-2020,0
31-10-2020,0
01-11-2020,0
02-11-2020,0
03-11-2020,0
04-11-2020,0
05-11-2020,0
06-11-2020,0
07-11-2020,0
08-11-2020,0
09-11-2020,0
10-11-2020,0
11-11-2020,0
12-11-2020,0
13-11-2020,0
14-11-2020,0
15-11-2020,0
16-11-2020,0
17-11-2020,0
18-11-2020,0
19-11-2020,0
20-11-2020,0
21-11-2020,0
22-11-2020,0
23-11-2020,0
24-11-2020,0
25-11-2020,0
26-11-2020,0
27-11-2020,0
28-11-2020,0
29-11-2020,0
30-11-2020,0
01-12-2020,0
02-12-2020,0
03-12-2020,0
04-12-2020,0
05-12-2020,0
06-12-2020,0
07-12-2020,0
08-12-2020,0
09-12-2020,0
10-12-2020,0
11-12-2020,0
12-12-2020,0
13-12-2020,0
14-12-2020,0
15-12-2020,0
17-12-2020,0
18-12-2020,0
19-12-2020,0
20-12-2020,0
21-12-2020,0
22-12-2020,0
23-12-2020,0
24-12-2020,0
25-12-2020,0
26-12-2020,0
27-12-2020,0
28-12-2020,0
29-12-2020,0
30-12-2020,0
31-12-2020,0
03-01-2021,0
04-01-2021,0
05-01-2021,0
06-01-2021,0
07-01-2021,0
08-01-2021,0
09-01-2021,0
10-01-2021,0
11-01-2021,0
12-01-2021,0
13-01-2021,0
14-01-2021,0
15-01-2021,0
16-01-2021,0
17-01-2021,0
18-01-2021,0
19-01-2021,14
20-01-2021,21
21-01-2021,30
22-01-2021,48
23-01-2021,50
24-01-2021,57
25-01-2021,59
27-01-2021,69
28-01-2021,69
29-01-2021,69
30-01-2021,70
31-01-2021,79
01-02-2021,87
02-02-2021,99
03-02-2021,119
04-02-2021,122
05-02-2021,126
06-02-2021,141
07-02-2021,151
08-02-2021,153
09-02-2021,154
10-02-2021,166
11-02-2021,181
12-02-2021,187
13-02-2021,188
14-02-2021,224
15-02-2021,233
16-02-2021,234
17-02-2021,251
18-02-2021,261
19-02-2021,263
20-02-2021,272
21-02-2021,277
22-02-2021,280
23-02-2021,295
24-02-2021,316
25-02-2021,322
26-02-2021,331
27-02-2021,333
01-03-2021,382
02-03-2021,397
03-03-2021,407
04-03-2021,414
06-03-2021,468
07-03-2021,473
08-03-2021,486
09-03-2021,494
10-03-2021,509
11-03-2021,524
13-03-2021,587
14-03-2021,603
15-03-2021,604
16-03-2021,606
17-03-2021,625
18-03-2021,639
19-03-2021,644
20-03-2021,647
21-03-2021,648
22-03-2021,666
23-03-2021,691
24-03-2021,697
25-03-2021,697
27-03-2021,714
28-03-2021,714
29-03-2021,715
30-03-2021,715
31-03-2021,718
01-04-2021,723
02-04-2021,726
03-04-2021,733
04-04-2021,740
05-04-2021,741
06-04-2021,744
07-04-2021,751
08-04-2021,770
09-04-2021,778
10-04-2021,784
11-04-2021,794
12-04-2021,799
13-04-2021,813
14-04-2021,833
15-04-2021,845
16-04-2021,901
17-04-2021,945
18-04-2021,1051
19-04-2021,1165
20-04-2021,1282
21-04-2021,1335
22-04-2021,1526
23-04-2021,1671
24-04-2021,1805
25-04-2021,1962
26-04-2021,2126
27-04-2021,2247
28-04-2021,2401
29-04-2021,2504
30-04-2021,2662
01-05-2021,2767
02-05-2021,2923
03-05-2021,3010
04-05-2021,3080
05-05-2021,3249
06-05-2021,3376
07-05-2021,3528
08-05-2021,3629
09-05-2021,3756
10-05-2021,3881
11-05-2021,3982
12-05-2021,3982
13-05-2021,4202
14-05-2021,4202
15-05-2021,4395
16-05-2021,4650
17-05-2021,4767
18-05-2021,4986
19-05-2021,5212
20-05-2021,5466
21-05-2021,5756
22-05-2021,6101
23-05-2021,6418
24-05-2021,6611
25-05-2021,6847
26-05-2021,7111
27-05-2021,7229
28-05-2021,7364
30-05-2021,7631
31-05-2021,7928
01-06-2021,8077
02-06-2021,8166
03-06-2021,8335
04-06-2021,8479
05-06-2021,8568
06-06-2021,8667
07-06-2021,8737
08-06-2021,8775
09-06-2021,8874
10-06-2021,9002
11-06-2021,9073
21-03-2020,4
22-03-2020,4
23-03-2020,6
24-03-2020,7
25-03-2020,7
26-03-2020,15
27-03-2020,20
28-03-2020,30
29-03-2020,30
30-03-2020,33
31-03-2020,47
01-04-2020,47
02-04-2020,99
03-04-2020,99
04-04-2020,104
05-04-2020,104
06-04-2020,165
07-04-2020,165
08-04-2020,229
09-04-2020,229
10-04-2020,259
11-04-2020,435
12-04-2020,532
13-04-2020,564
14-04-2020,604
15-04-2020,730
16-04-2020,987
17-04-2020,1120
18-04-2020,1310
19-04-2020,1407
20-04-2020,1407
21-04-2020,1485
22-04-2020,1552
23-04-2020,1592
24-04-2020,1699
25-04-2020,1852
26-04-2020,2096
27-04-2020,2096
28-04-2020,2168
29-04-2020,2387
30-04-2020,2561
01-05-2020,2660
02-05-2020,2719
03-05-2020,2846
04-05-2020,2846
05-05-2020,2942
06-05-2020,3049
07-05-2020,3138
08-05-2020,3252
09-05-2020,3341
10-05-2020,3614
11-05-2020,3614
12-05-2020,3785
13-05-2020,3986
14-05-2020,4173
15-05-2020,4426
16-05-2020,4595
17-05-2020,4789
18-05-2020,4977
19-05-2020,5236
20-05-2020,5465
21-05-2020,5735
22-05-2020,5981
23-05-2020,6170
24-05-2020,6371
25-05-2020,6665
26-05-2020,6859
27-05-2020,7024
28-05-2020,7261
29-05-2020,7453
30-05-2020,7645
31-05-2020,7891
01-06-2020,8089
02-06-2020,8283
03-06-2020,8420
04-06-2020,8588
05-06-2020,8762
06-06-2020,8996
07-06-2020,9228
08-06-2020,9401
09-06-2020,9638
10-06-2020,9849
11-06-2020,10049
12-06-2020,10241
13-06-2020,10443
14-06-2020,10641
15-06-2020,10802
16-06-2020,10935
17-06-2020,11083
18-06-2020,11244
19-06-2020,11426
20-06-2020,11582
21-06-2020,11724
22-06-2020,11903
23-06-2020,12078
24-06-2020,12261
25-06-2020,12448
26-06-2020,12596
27-06-2020,12798
28-06-2020,12965
29-06-2020,13186
30-06-2020,13370
01-07-2020,13593
02-07-2020,13861
03-07-2020,14106
04-07-2020,14297
05-07-2020,14604
06-07-2020,14930
07-07-2020,15284
08-07-2020,15627
09-07-2020,16036
10-07-2020,16341
11-07-2020,16657
12-07-2020,17201
13-07-2020,17632
14-07-2020,18207
15-07-2020,19005
16-07-2020,19643
17-07-2020,20378
18-07-2020,21081
19-07-2020,21763
20-07-2020,22600
21-07-2020,23310
22-07-2020,24095
23-07-2020,24842
24-07-2020,25474
25-07-2020,26210
26-07-2020,26926
27-07-2020,27800
28-07-2020,28589
29-07-2020,29217
30-07-2020,30134
31-07-2020,30968
01-08-2020,31806
02-08-2020,32614
03-08-2020,33535
04-08-2020,34285
05-08-2020,35082
06-08-2020,35734
07-08-2020,36564
08-08-2020,37298
09-08-2020,38157
10-08-2020,39025
11-08-2020,39891
12-08-2020,40734
13-08-2020,41604
14-08-2020,42618
15-08-2020,43414
16-08-2020,44433
17-08-2020,45455
18-08-2020,46385
19-08-2020,47375
20-08-2020,48351
21-08-2020,49493
22-08-2020,50640
23-08-2020,51866
24-08-2020,53129
25-08-2020,54421
26-08-2020,55800
27-08-2020,56864
28-08-2020,58181
29-08-2020,59433
30-08-2020,60875
31-08-2020,62433
01-09-2020,63965
02-09-2020,65490
03-09-2020,66914
04-09-2020,68586
05-09-2020,70244
06-09-2020,71880
07-09-2020,73574
08-09-2020,75459
09-09-2020,77323
10-09-2020,79192
11-09-2020,81379
12-09-2020,83619
13-09-2020,85966
14-09-2020,88247
15-09-2020,90730
16-09-2020,93053
17-09-2020,95515
18-09-2020,97906
19-09-2020,100458
20-09-2020,103065
21-09-2020,105644
22-09-2020,108167
23-09-2020,110711
24-09-2020,113057
25-09-2020,115361
26-09-2020,117588
27-09-2020,119899
28-09-2020,122209
29-09-2020,124166
30-09-2020,126043
01-10-2020,128047
02-10-2020,130088
03-10-2020,132107
04-10-2020,133918
05-10-2020,135638
06-10-2020,137098
07-10-2020,138668
08-10-2020,140307
09-10-2020,142022
10-10-2020,143629
11-10-2020,145245
12-10-2020,146820
13-10-2020,148298
14-10-2020,149761
15-10-2020,155276
16-10-2020,156584
17-10-2020,157936
18-10-2020,159158
19-10-2020,160188
20-10-2020,161203
21-10-2020,162178
22-10-2020,163296
23-10-2020,164341
24-10-2020,165294
25-10-2020,166298
26-10-2020,167249
27-10-2020,167969
28-10-2020,168483
29-10-2020,169271
30-10-2020,169999
31-10-2020,170690
01-11-2020,171359
02-11-2020,172082
03-11-2020,172717
04-11-2020,173384
05-11-2020,174091
06-11-2020,174825
07-11-2020,175603
08-11-2020,176468
09-11-2020,177359
10-11-2020,178168
11-11-2020,179068
12-11-2020,179951
13-11-2020,180997
14-11-2020,182045
15-11-2020,183057
16-11-2020,183927
17-11-2020,184524
18-11-2020,185446
19-11-2020,186655
20-11-2020,188018
21-11-2020,189546
22-11-2020,191246
23-11-2020,193044
24-11-2020,194745
25-11-2020,196511
26-11-2020,198284
27-11-2020,199952
28-11-2020,201597
29-11-2020,203231
30-11-2020,204745
01-12-2020,206128
02-12-2020,207485
03-12-2020,208924
04-12-2020,210374
05-12-2020,211698
06-12-2020,213050
07-12-2020,214505
08-12-2020,215957
09-12-2020,217302
10-12-2020,218574
11-12-2020,219893
12-12-2020,221115
13-12-2020,222397
14-12-2020,223578
15-12-2020,224636
17-12-2020,226788
18-12-2020,227949
19-12-2020,229130
20-12-2020,230125
21-12-2020,231284
22-12-2020,232319
23-12-2020,233324
24-12-2020,234331
25-12-2020,235369
26-12-2020,236400
27-12-2020,237406
28-12-2020,238352
29-12-2020,239228
30-12-2020,240081
31-12-2020,240947
03-01-2021,243302
04-01-2021,244026
05-01-2021,244647
06-01-2021,245318
07-01-2021,246048
08-01-2021,246822
09-01-2021,247436
10-01-2021,247977
11-01-2021,248597
12-01-2021,249082
13-01-2021,249553
14-01-2021,250009
15-01-2021,250429
16-01-2021,250858
17-01-2021,251223
18-01-2021,251578
19-01-2021,251882
20-01-2021,252186
21-01-2021,252466
22-01-2021,252767
23-01-2021,253114
24-01-2021,253405
25-01-2021,253657
27-01-2021,254085
28-01-2021,254270
29-01-2021,254496
30-01-2021,254667
31-01-2021,254886
01-02-2021,255112
02-02-2021,255263
03-02-2021,255431
04-02-2021,255689
05-02-2021,255855
06-02-2021,256017
07-02-2021,256214
08-02-2021,256398
09-02-2021,256591
10-02-2021,256758
11-02-2021,256899
12-02-2021,257068
13-02-2021,257229
14-02-2021,257423
15-02-2021,257646
16-02-2021,257849
17-02-2021,258082
18-02-2021,258333
19-02-2021,258574
20-02-2021,258871
21-02-2021,259128
22-02-2021,259427
23-02-2021,259721
24-02-2021,259969
25-02-2021,260313
26-02-2021,260681
27-02-2021,261013
01-03-2021,261766
02-03-2021,262102
03-03-2021,262433
04-03-2021,262850
06-03-2021,263747
07-03-2021,264214
08-03-2021,264643
09-03-2021,265070
10-03-2021,265527
11-03-2021,266043
13-03-2021,267176
14-03-2021,267851
15-03-2021,268594
16-03-2021,269391
17-03-2021,270208
18-03-2021,271040
19-03-2021,271957
20-03-2021,273097
21-03-2021,274405
22-03-2021,275727
23-03-2021,277075
24-03-2021,278577
25-03-2021,280289
27-03-2021,284265
28-03-2021,286407
29-03-2021,288683
30-03-2021,291006
31-03-2021,293179
01-04-2021,295511
02-04-2021,298057
03-04-2021,300834
04-04-2021,303673
05-04-2021,306851
06-04-2021,310249
07-04-2021,313971
08-04-2021,318014
09-04-2021,322338
10-04-2021,327220
11-04-2021,332206
12-04-2021,338145
13-04-2021,344634
14-04-2021,353632
15-04-2021,363352
16-04-2021,373518
17-04-2021,384563
18-04-2021,395832
19-04-2021,408080
20-04-2021,420977
21-04-2021,433704
22-04-2021,446811
23-04-2021,459195
24-04-2021,472785
25-04-2021,485703
26-04-2021,499304
27-04-2021,511990
28-04-2021,525407
29-04-2021,538165
30-04-2021,550927
01-05-2021,563327
02-05-2021,575706
03-05-2021,588368
04-05-2021,600430
05-05-2021,612666
06-05-2021,624985
07-05-2021,637406
08-05-2021,649114
09-05-2021,660712
10-05-2021,671763
11-05-2021,681478
12-05-2021,691232
13-05-2021,700202
14-05-2021,700202
15-05-2021,708621
16-05-2021,724279
17-05-2021,731385
18-05-2021,737306
19-05-2021,742718
20-05-2021,747783
21-05-2021,752735
22-05-2021,757119
23-05-2021,760963
24-05-2021,764338
25-05-2021,767274
26-05-2021,769696
27-05-2021,771878
28-05-2021,773855
30-05-2021,777349
31-05-2021,778825
01-06-2021,780030
02-06-2021,781108
03-06-2021,782099
04-06-2021,782945
05-06-2021,783743
06-06-2021,784461
07-06-2021,785196
08-06-2021,785767
09-06-2021,786302
10-06-2021,786755
11-06-2021,787175
12-03-2020,11
13-03-2020,11
14-03-2020,14
15-03-2020,31
16-03-2020,32
17-03-2020,39
18-03-2020,41
19-03-2020,45
20-03-2020,47
21-03-2020,52
22-03-2020,67
23-03-2020,74
24-03-2020,87
25-03-2020,89
26-03-2020,124
27-03-2020,130
28-03-2020,180
29-03-2020,186
30-03-2020,193
31-03-2020,216
01-04-2020,302
02-04-2020,335
03-04-2020,335
04-04-2020,423
05-04-2020,490
06-04-2020,690
07-04-2020,748
08-04-2020,1018
09-04-2020,1135
10-04-2020,1364
11-04-2020,1574
12-04-2020,1761
13-04-2020,1985
14-04-2020,2334
15-04-2020,2687
16-04-2020,2916
17-04-2020,3205
18-04-2020,3323
19-04-2020,3651
20-04-2020,4203
21-04-2020,4666
22-04-2020,5218
23-04-2020,5652
24-04-2020,6430
25-04-2020,6817
26-04-2020,7628
27-04-2020,8068
28-04-2020,8590
29-04-2020,9318
30-04-2020,9915
01-05-2020,10498
02-05-2020,11506
03-05-2020,12296
04-05-2020,12974
05-05-2020,14541
06-05-2020,15525
07-05-2020,16758
08-05-2020,17974
09-05-2020,19063
10-05-2020,20228
11-05-2020,22171
12-05-2020,23401
13-05-2020,24427
14-05-2020,25922
15-05-2020,27524
16-05-2020,29100
17-05-2020,30706
18-05-2020,33053
19-05-2020,35058
20-05-2020,37136
21-05-2020,39297
22-05-2020,41642
23-05-2020,44582
24-05-2020,47190
25-05-2020,50231
26-05-2020,52667
27-05-2020,54758
28-05-2020,56948
29-05-2020,59546
30-05-2020,62228
31-05-2020,65168
01-06-2020,67655
02-06-2020,70013
03-06-2020,72300
04-06-2020,74860
05-06-2020,77793
06-06-2020,80229
07-06-2020,82968
08-06-2020,85975
09-06-2020,88528
10-06-2020,90787
11-06-2020,94041
12-06-2020,97648
13-06-2020,101141
14-06-2020,104568
15-06-2020,107958
16-06-2020,110744
17-06-2020,113445
18-06-2020,116752
19-06-2020,120504
20-06-2020,124331
21-06-2020,128205
22-06-2020,132075
23-06-2020,135796
24-06-2020,139010
25-06-2020,142900
26-06-2020,147741
27-06-2020,152765
28-06-2020,159133
29-06-2020,164626
30-06-2020,169883
01-07-2020,174761
02-07-2020,180298
03-07-2020,186626
04-07-2020,192990
05-07-2020,200064
06-07-2020,206619
07-07-2020,211987
08-07-2020,217121
09-07-2020,223724
10-07-2020,230599
11-07-2020,238461
12-07-2020,246600
13-07-2020,254427
14-07-2020,260924
15-07-2020,267665
16-07-2020,275640
17-07-2020,284281
18-07-2020,292589
19-07-2020,300937
20-07-2020,310455
21-07-2020,318695
22-07-2020,327031
23-07-2020,337607
24-07-2020,347502
25-07-2020,357117
26-07-2020,366368
27-07-2020,375799
28-07-2020,383723
29-07-2020,391440
30-07-2020,400651
31-07-2020,411798
01-08-2020,422118
02-08-2020,431719
03-08-2020,441228
04-08-2020,450196
05-08-2020,457956
06-08-2020,468265
07-08-2020,479779
08-08-2020,490262
09-08-2020,503084
10-08-2020,515332
11-08-2020,524513
12-08-2020,535601
13-08-2020,548313
14-08-2020,560126
15-08-2020,572734
16-08-2020,584754
17-08-2020,595865
18-08-2020,604358
19-08-2020,615477
20-08-2020,628642
21-08-2020,643289
22-08-2020,657450
23-08-2020,671942
24-08-2020,682383
25-08-2020,693398
26-08-2020,703823
27-08-2020,718711
28-08-2020,733568
29-08-2020,747995
30-08-2020,764281
31-08-2020,780689
01-09-2020,792541
02-09-2020,808306
03-09-2020,825739
04-09-2020,843844
05-09-2020,863062
06-09-2020,883862
07-09-2020,907212
08-09-2020,923641
09-09-2020,943772
10-09-2020,967349
11-09-2020,990795
12-09-2020,1015681
13-09-2020,1037765
14-09-2020,1060308
15-09-2020,1077374
16-09-2020,1097856
17-09-2020,1121221
18-09-2020,1145840
19-09-2020,1167496
20-09-2020,1188015
21-09-2020,1208642
22-09-2020,1224380
23-09-2020,1242770
24-09-2020,1263799
25-09-2020,1282963
26-09-2020,1300757
27-09-2020,1321176
28-09-2020,1339232
29-09-2020,1351153
30-09-2020,1366129
01-10-2020,1384446
02-10-2020,1400922
03-10-2020,1416513
04-10-2020,1430861
05-10-2020,1443409
06-10-2020,1453653
07-10-2020,1465911
08-10-2020,1480489
09-10-2020,1493884
10-10-2020,1506018
11-10-2020,1517434
12-10-2020,1528226
13-10-2020,1535315
14-10-2020,1543837
15-10-2020,1554389
16-10-2020,1564615
17-10-2020,1576062
18-10-2020,1586321
19-10-2020,1595381
20-10-2020,1601365
21-10-2020,1609516
22-10-2020,1617658
23-10-2020,1625197
24-10-2020,1632544
25-10-2020,1638961
26-10-2020,1645020
27-10-2020,1648665
28-10-2020,1654028
29-10-2020,1660766
30-10-2020,1666668
31-10-2020,1672858
01-11-2020,1678406
02-11-2020,1683775
03-11-2020,1687784
04-11-2020,1692693
05-11-2020,1698198
06-11-2020,1703444
